@RELATION SimpleBotHROM
@ATTRIBUTE preflop_actions {c,r,rr}
@ATTRIBUTE flop_actions {c,r,rr}
@ATTRIBUTE turn_actions {c,r,rr}
@ATTRIBUTE river_actions {c,r,rr}
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_rank NUMERIC
@DATA
rr,r,c,c,8,6,J,8,4,1,2,3,4816
c,r,c,c,9,T,4,T,7,2,2,0,3200
c,rr,r,c,T,5,J,2,4,1,1,0,4624
c,r,r,c,6,T,J,6,J,2,2,3,4630
c,c,r,c,7,8,K,A,2,2,22,0,1146
c,r,rr,c,T,J,Q,2,J,1,2,0,4739
c,r,c,rr,T,3,Q,3,9,2,2,0,4727
c,r,r,c,T,3,2,3,4,1,2,0,1652
c,c,c,c,K,6,T,9,5,1,2,0,1232
c,c,r,c,Q,6,J,3,5,2,2,3,1273
c,rr,c,c,T,3,5,K,4,2,22,0,3196
c,r,r,c,7,J,5,5,Q,1,2,3,4576
r,r,c,r,7,2,7,J,A,1,2,0,4697
c,r,r,r,8,Q,8,K,6,2,2,3,4818
c,c,r,c,3,3,T,2,5,1,2,0,1714
c,r,c,c,Q,3,J,T,3,2,3,3,4387
c,c,r,c,3,4,4,5,3,2,2,0,4168
c,c,c,c,8,Q,7,J,3,2,3,3,1097
c,rr,r,c,4,6,7,8,K,2,2,0,5177
c,r,c,c,Q,2,6,K,Q,2,3,3,4685
c,r,c,c,J,A,9,8,2,1,1,0,2806
c,c,c,c,A,6,3,4,8,3,4,4,1188
c,c,c,c,7,3,3,K,Q,1,2,0,1660
c,r,rr,c,9,4,Q,7,J,1,2,0,3420
c,c,c,c,6,Q,Q,9,3,2,2,0,3521
c,r,c,c,3,7,8,2,5,1,2,0,817
c,r,r,c,3,3,Q,5,5,2,22,0,4191
c,r,c,c,9,9,K,7,8,1,2,0,3033
rr,c,r,r,K,T,Q,J,5,2,22,3,5862
rr,c,c,c,3,2,3,8,6,2,22,0,1614
c,r,c,c,4,4,T,5,3,2,22,0,1836
c,c,c,c,5,3,A,7,T,2,22,3,908
c,c,c,c,A,2,T,8,2,2,22,3,1477
rr,r,c,c,8,6,T,Q,6,2,3,3,2365
c,c,c,c,7,Q,T,2,3,1,2,0,448
c,r,r,r,2,2,3,T,3,2,22,3,4147
c,r,rr,r,T,K,5,4,6,2,22,3,5179
c,rr,c,r,T,7,4,K,2,1,2,0,2743
c,r,c,r,K,9,K,5,Q,1,2,0,4859
c,c,c,c,7,K,9,5,T,2,2,3,747
c,r,c,c,7,8,4,2,3,1,1,0,1676
c,c,c,c,3,9,8,5,8,1,1,0,2708
c,r,c,c,T,A,T,Q,A,2,2,0,4960
c,c,r,c,J,3,8,7,7,2,2,3,2595
c,c,c,c,T,9,8,7,4,1,1,0,1196
c,c,c,c,T,6,3,8,K,2,2,0,1231
c,c,c,c,5,8,9,T,A,3,3,3,1232
c,c,c,c,Q,7,9,8,8,3,3,3,2701
c,c,c,c,3,5,4,5,K,1,1,0,2092
c,c,c,c,T,2,9,A,9,2,3,4,3017
c,c,c,c,Q,A,4,6,J,2,2,3,1102
c,c,c,c,A,4,T,2,K,1,2,0,1192
c,c,c,c,7,Q,2,T,9,2,2,3,1608
c,c,c,rr,J,2,4,6,K,1,2,0,3857
c,c,c,c,2,4,A,J,A,1,2,0,4126
c,c,c,c,3,2,4,5,6,3,4,4,5854
c,c,c,c,J,Q,A,T,2,1,2,0,1109
c,c,c,c,J,7,7,6,2,2,3,3,2441
c,c,c,c,3,2,5,9,Q,2,2,0,1041
c,c,c,c,2,Q,J,9,6,2,22,3,1395
c,c,c,c,J,J,6,8,3,2,2,0,3291
c,c,c,c,Q,3,8,9,9,2,2,0,2919
c,c,c,c,6,7,3,8,6,2,2,0,2318
c,c,c,c,7,7,K,5,8,2,22,0,2532
c,r,r,c,Q,T,A,Q,2,2,2,0,3695
c,c,c,c,6,5,Q,T,5,2,2,3,2046
c,c,c,c,4,5,T,Q,K,3,3,3,746
c,c,c,c,T,5,K,9,K,2,22,3,3777
c,c,c,c,5,7,4,6,9,1,2,0,1162
c,c,c,c,4,6,5,3,Q,2,3,3,2096
c,c,c,c,9,K,5,7,J,2,3,3,1224
c,c,c,c,7,Q,8,Q,A,1,2,0,3695
c,c,c,c,7,4,T,7,6,2,2,0,2577
c,c,c,c,2,J,3,Q,T,3,3,3,437
c,c,c,c,6,K,3,2,4,2,2,0,1205
c,c,c,c,3,A,5,6,2,3,3,3,974
c,c,c,c,8,K,8,2,K,1,1,0,4814
r,c,r,c,7,K,Q,6,3,2,2,0,1274
c,c,r,c,7,J,7,Q,9,2,2,0,4433
c,c,r,c,K,4,7,5,7,2,3,4,6325
c,c,c,c,2,8,4,A,9,2,3,3,1047
c,c,c,c,Q,J,6,8,6,1,2,3,4356
c,r,c,c,A,Q,9,7,4,2,2,0,2364
c,r,c,c,6,5,K,J,7,1,2,3,2970
c,c,c,c,4,3,5,4,8,1,2,0,1849
c,rr,rr,rr,8,7,A,Q,K,3,3,3,6673
c,c,c,c,6,9,7,7,5,2,2,3,2495
c,rr,c,c,J,9,2,4,3,1,2,0,3300
c,c,c,c,7,2,6,J,4,2,3,3,979
c,c,c,c,6,K,T,Q,T,1,1,0,3200
rr,rr,c,c,4,T,5,K,4,2,22,0,1935
c,c,c,c,A,7,6,2,5,2,2,3,902
c,c,c,c,4,3,7,8,3,1,2,0,1650
c,c,c,c,8,A,J,4,T,2,3,4,3236
c,c,c,c,5,9,K,4,Q,2,22,3,745
c,c,c,c,7,3,2,2,A,1,1,0,1467
r,r,c,c,T,8,9,6,K,3,3,4,1196
c,c,c,c,6,2,A,7,5,1,2,0,1027
c,c,c,c,8,Q,J,J,8,2,2,0,4608
c,c,c,c,7,7,4,Q,J,2,2,3,2492
c,c,c,c,K,3,4,8,J,2,22,0,634
c,rr,r,c,2,3,K,5,J,1,2,3,3901
c,c,c,c,5,2,Q,T,K,2,2,0,780
c,c,c,c,9,9,2,7,3,2,3,3,2957
c,r,rr,c,T,9,3,6,8,1,2,3,2964
c,r,c,rr,Q,4,7,A,6,2,22,0,4051
c,c,c,c,A,7,4,7,4,2,2,0,4279
c,c,r,c,T,A,Q,9,8,2,3,3,1268
c,rr,c,c,4,4,7,9,8,2,2,0,4333
c,rr,c,c,7,5,J,8,T,2,2,3,1111
c,r,c,c,3,A,9,5,4,1,2,3,3000
c,c,c,c,7,9,Q,T,K,2,2,0,4806
c,r,r,rr,A,K,7,6,Q,2,3,3,4134
c,r,r,rr,7,K,7,A,8,2,2,0,4928
c,c,c,c,3,2,9,3,7,1,1,0,1615
c,c,c,c,6,8,J,6,7,1,1,0,2239
c,r,r,c,2,5,Q,9,A,2,22,0,2584
c,c,c,c,Q,2,J,8,6,2,3,3,401
rr,r,c,c,9,6,T,A,4,2,2,0,3237
r,r,c,c,9,Q,5,4,J,1,1,0,3420
rr,rr,r,rr,7,4,A,T,5,2,22,3,6871
c,r,r,c,K,T,6,5,9,2,3,3,2312
c,c,c,c,Q,6,6,T,9,2,2,0,2320
c,c,r,r,4,7,4,4,9,2,2,0,5188
c,rr,c,c,Q,A,6,6,2,2,2,0,2376
c,c,c,c,4,2,T,9,4,1,2,0,1864
c,c,c,c,J,8,7,T,Q,1,2,0,448
c,c,c,c,Q,4,J,6,8,2,2,3,3464
c,c,c,r,Q,Q,K,5,3,1,2,3,4685
c,c,c,c,6,T,J,3,7,1,2,0,2532
c,rr,c,r,T,3,A,Q,5,2,22,3,1706
c,c,c,c,5,8,7,7,8,2,2,0,4365
c,r,c,c,5,K,A,2,3,2,22,3,3893
c,r,r,rr,K,3,A,K,A,2,2,0,7283
c,rr,r,c,Q,2,8,A,J,2,2,3,1926
c,c,r,c,6,5,3,8,Q,1,2,0,1703
c,c,c,r,2,4,5,7,8,2,2,3,5856
c,c,r,r,K,6,5,4,9,1,2,3,1855
c,c,r,c,7,A,3,T,5,1,2,0,3215
c,c,c,c,J,A,6,6,8,1,2,0,2357
c,c,r,r,T,5,A,4,8,2,3,3,6752
c,c,c,r,Q,K,9,7,9,2,22,0,4443
r,r,r,rr,J,3,J,2,3,1,2,3,4554
c,c,c,c,J,2,6,4,7,2,22,3,442
c,rr,rr,c,3,2,Q,9,2,1,2,0,4639
c,c,c,c,4,9,6,4,7,2,2,3,4274
c,c,c,c,K,2,8,3,T,3,3,3,3253
c,r,r,r,5,8,K,4,5,2,22,0,4289
c,c,c,c,A,T,6,Q,J,2,2,0,1109
c,c,c,c,3,6,5,5,8,2,3,3,1992
c,r,c,r,3,4,A,A,9,2,2,3,4891
c,c,c,c,2,6,4,J,Q,1,1,0,1091
c,c,c,c,8,A,7,Q,8,3,3,3,2804
c,c,c,r,T,8,9,8,4,2,2,0,4330
c,c,c,c,4,J,J,8,7,1,2,3,3291
c,c,c,c,K,4,A,3,3,1,1,0,1714
c,c,c,c,J,4,4,6,5,2,3,3,1832
c,c,c,rr,3,5,K,Q,4,1,2,0,5855
c,r,c,rr,J,7,J,6,5,1,2,0,3455
c,c,c,c,5,3,4,9,2,2,2,0,2622
r,rr,rr,c,6,3,J,3,4,2,2,0,4882
c,c,c,r,9,4,J,3,6,1,2,0,2452
c,r,c,rr,2,J,3,Q,Q,2,2,0,4733
c,r,c,c,6,3,Q,K,7,2,22,0,1716
c,c,rr,r,T,8,4,K,6,2,22,3,3815
c,c,c,c,K,A,6,5,6,1,2,0,2376
c,c,c,c,K,K,J,7,2,2,22,0,4750
c,c,c,c,6,5,4,J,8,2,2,0,1096
c,r,r,rr,Q,A,8,3,A,2,22,0,7294
c,c,c,c,T,4,3,2,8,2,2,0,1423
c,r,c,r,8,8,9,A,K,1,2,3,4939
r,r,r,c,6,6,2,2,3,2,2,3,6448
c,c,r,r,T,3,Q,Q,J,1,1,0,4651
c,r,c,c,A,6,6,8,J,2,3,3,2375
c,c,r,rr,5,7,J,2,6,2,2,0,2574
c,r,r,c,4,9,A,K,A,1,2,3,4135
c,c,c,c,3,J,Q,T,Q,2,2,0,3593
c,r,r,r,A,T,7,9,T,3,4,4,4958
c,c,r,r,5,K,6,4,5,2,2,0,4201
c,r,r,c,J,3,7,J,K,1,1,0,4553
r,r,r,r,3,Q,9,8,J,2,2,3,3640
c,c,r,c,A,J,J,Q,9,2,2,0,3466
c,r,r,r,3,3,6,2,2,2,3,3,4218
c,c,c,c,8,9,5,J,T,2,3,3,5861
c,c,c,rr,J,5,Q,K,T,1,2,3,5861
c,c,r,c,4,8,T,T,Q,2,22,3,4727
c,c,c,c,5,K,3,T,8,2,2,0,3199
r,r,r,c,8,J,9,4,3,1,2,0,1104
c,c,r,r,9,J,6,3,4,1,1,0,2356
c,c,r,r,3,4,8,8,J,1,2,3,4323
r,r,r,c,A,7,8,3,3,2,2,0,4653
c,c,c,c,3,K,2,J,K,2,3,4,3799
c,c,c,c,A,5,4,7,Q,2,2,3,3656
c,c,c,c,K,A,3,7,J,2,3,4,1211
c,c,r,c,5,2,5,4,K,2,2,0,4179
c,r,r,c,7,Q,T,K,8,2,2,0,3851
c,r,rr,r,7,9,K,T,6,2,22,3,5509
c,c,c,c,5,Q,6,K,A,1,2,3,1266
r,c,c,c,8,6,3,4,T,1,2,0,1188
c,c,c,c,8,2,8,Q,3,2,22,3,2716
c,c,r,r,Q,9,T,4,8,2,22,0,1828
c,r,rr,r,J,7,T,7,4,2,2,0,4597
c,c,c,rr,7,8,K,J,2,1,2,0,3397
c,c,c,c,Q,7,Q,Q,J,2,2,0,5699
c,rr,c,c,5,Q,7,T,3,2,22,3,2048
c,c,c,r,7,K,8,3,8,2,2,0,4355
c,c,c,c,5,2,J,6,6,2,2,3,2238
c,r,r,rr,J,Q,7,Q,T,2,22,0,4739
c,c,c,r,3,Q,8,9,2,1,2,0,1381
c,c,c,c,T,2,2,7,6,2,2,0,1467
c,c,c,c,A,T,J,K,8,2,2,0,3475
c,r,c,c,6,Q,K,Q,2,2,2,0,3611
c,c,c,c,A,2,9,T,3,2,3,3,992
c,c,r,c,Q,3,9,9,A,2,22,0,3025
c,r,c,c,3,9,7,T,8,2,3,4,1608
rr,r,r,r,6,4,Q,8,8,1,2,0,4817
c,rr,r,c,4,3,A,J,9,1,2,0,2136
c,c,c,c,6,Q,3,4,4,1,2,0,5191
c,r,r,c,2,9,J,5,3,2,2,0,2932
c,rr,r,rr,5,9,A,J,7,1,2,0,4125
c,r,c,c,3,5,3,K,K,2,2,3,4763
c,r,c,c,2,4,5,A,6,2,2,0,2120
c,c,c,c,3,Q,2,J,J,2,22,0,3353
c,r,c,c,4,7,2,3,Q,2,2,0,1810
c,c,c,c,A,A,K,T,4,1,2,0,4117
c,c,c,c,A,8,3,T,Q,1,2,3,2585
c,r,c,r,J,9,9,A,Q,1,2,0,3036
c,r,c,c,K,7,5,9,6,1,1,0,2539
c,c,rr,rr,2,A,8,9,9,2,3,3,4947
c,r,r,rr,7,7,3,2,Q,2,3,4,6866
c,r,c,rr,9,J,Q,9,T,1,2,0,5861
c,rr,rr,rr,3,3,K,J,2,2,3,3,7160
rr,rr,r,rr,8,5,J,9,2,2,22,0,4028
c,c,c,c,5,J,4,2,5,1,2,0,2136
c,c,r,c,3,A,K,8,7,2,2,0,2596
c,c,c,c,K,3,K,3,J,2,2,0,4761
c,c,rr,r,T,8,Q,5,6,2,2,0,4343
c,c,c,c,K,8,K,Q,J,2,2,0,3859
c,r,r,c,8,J,6,3,9,2,2,0,2311
c,c,c,c,Q,J,7,8,4,1,2,3,448
c,c,c,r,9,6,9,J,2,1,2,3,2981
c,r,r,c,5,9,8,J,K,1,2,3,2531
c,c,c,c,5,A,8,6,5,2,22,0,2136
c,rr,rr,rr,T,A,7,9,8,2,2,0,4521
rr,r,c,rr,Q,T,6,J,3,1,1,0,4081
c,c,c,c,A,2,5,7,T,2,2,0,901
r,r,r,r,5,9,5,A,A,2,2,0,4905
c,rr,r,r,Q,7,T,T,T,3,3,3,7245
c,c,c,c,5,4,K,Q,2,2,2,0,773
c,r,r,c,8,Q,4,8,9,2,2,3,4704
c,c,c,c,K,T,K,7,A,2,2,0,3895
c,c,c,c,K,8,4,T,5,2,22,3,578
c,r,c,r,T,J,4,J,3,1,2,0,7160
c,c,c,c,9,2,Q,8,5,1,1,0,425
c,r,c,r,A,2,A,8,K,2,2,0,4134
c,rr,rr,c,4,2,8,T,J,2,22,3,2679
c,r,c,c,5,9,3,K,T,1,2,3,1644
c,c,c,c,9,A,7,K,3,2,3,4,3897
c,r,c,c,T,5,9,5,A,1,2,0,2156
r,rr,rr,c,7,A,J,Q,6,3,4,4,4971
c,r,r,c,7,2,5,2,9,1,1,0,1462
c,r,r,c,T,2,J,5,6,2,2,0,1229
c,r,rr,r,7,K,2,J,2,2,2,0,4146
c,c,c,c,5,A,7,K,9,3,3,4,4433
c,r,rr,r,T,J,9,T,8,2,2,0,5859
c,r,rr,rr,T,3,J,Q,5,1,1,0,5105
c,c,c,c,6,4,5,A,3,1,2,0,2141
c,c,c,c,Q,A,6,K,4,1,2,0,1936
c,c,c,c,3,9,9,J,5,1,2,0,2899
c,r,c,c,2,5,2,6,A,1,1,0,4180
c,rr,rr,rr,K,Q,2,Q,6,1,2,0,7270
r,rr,r,c,2,A,J,Q,J,2,3,4,4982
c,r,c,c,8,2,J,Q,7,2,2,3,1614
c,c,c,r,9,Q,7,5,4,2,22,0,2479
c,r,c,c,9,T,2,5,5,2,3,3,1991
r,r,rr,rr,9,J,5,9,K,2,2,0,4950
c,r,c,c,7,5,A,2,K,3,4,4,6653
c,c,c,r,A,2,K,6,A,1,2,3,4917
c,c,c,c,J,7,A,6,4,2,3,3,928
c,r,c,c,Q,4,2,2,J,2,2,0,1441
c,r,c,r,8,6,5,T,3,2,2,3,3066
c,rr,rr,rr,J,4,7,4,2,1,1,0,7172
c,c,c,c,Q,Q,A,6,6,2,3,3,4686
c,c,c,r,K,5,7,3,6,2,2,0,2591
c,r,r,c,J,7,4,5,A,2,2,0,1917
c,c,c,r,6,7,T,J,Q,2,2,3,3686
rr,r,r,rr,2,A,5,K,9,2,3,4,7053
r,c,r,r,T,5,5,T,5,2,2,0,7239
c,r,c,r,Q,Q,5,4,J,1,2,0,4675
c,c,r,r,Q,3,J,T,A,2,2,3,3466
c,r,c,rr,K,5,K,5,3,2,2,3,6396
c,r,c,c,9,K,A,2,2,2,3,3,4752
c,c,c,r,5,4,K,8,5,2,3,3,2154
c,r,r,r,4,7,4,2,T,1,2,0,4477
c,r,r,c,7,8,2,K,6,2,2,0,741
c,c,c,c,7,9,Q,4,A,2,3,4,4134
c,c,c,c,9,J,2,A,9,1,2,0,3013
c,rr,r,r,A,T,5,8,4,2,2,3,4521
c,c,c,c,6,3,J,T,K,1,2,0,1715
c,c,c,c,T,T,T,Q,8,1,1,0,5577
c,r,c,c,T,K,Q,Q,J,2,22,3,4861
c,c,c,c,K,7,J,6,2,2,3,3,1223
c,r,c,r,4,K,Q,T,A,2,3,4,7049
c,rr,c,c,J,K,5,4,Q,1,2,3,3416
c,c,c,c,3,6,9,6,8,1,2,0,4418
c,rr,r,r,7,4,9,Q,A,1,2,0,3023
c,rr,c,c,K,8,A,K,9,2,2,0,4818
c,c,c,c,K,9,8,6,T,2,22,0,579
c,c,r,rr,8,4,6,T,9,1,2,0,5858
c,r,rr,c,3,4,7,Q,K,1,2,0,1878
rr,r,rr,rr,7,Q,5,Q,K,2,2,0,5709
c,c,c,c,5,K,K,4,Q,1,2,3,3910
c,c,r,c,7,J,4,8,J,2,3,3,3333
c,c,c,c,K,5,8,J,2,2,2,0,610
c,c,rr,c,7,3,3,5,K,1,2,0,4190
rr,r,c,c,6,K,2,9,2,2,3,3,1495
c,rr,r,r,6,7,A,4,A,1,2,0,4912
c,r,r,c,T,7,J,4,Q,1,2,0,2586
c,c,r,c,J,6,9,6,K,2,22,0,2375
c,r,rr,rr,T,K,Q,Q,5,2,2,3,4730
c,c,c,c,7,8,T,6,T,2,3,3,3177
c,r,c,c,6,3,3,4,9,2,2,0,4387
c,c,c,c,6,T,2,Q,2,1,2,0,1485
c,r,r,r,9,7,8,4,5,1,2,0,2921
c,rr,c,rr,7,K,K,3,A,2,2,0,4993
c,r,c,c,J,4,A,8,T,2,3,3,3456
c,r,c,c,T,A,6,3,Q,2,2,0,1265
c,r,c,rr,2,5,9,3,T,2,2,0,2857
c,c,c,c,K,7,5,8,3,3,3,3,769
c,c,r,r,2,K,8,6,7,1,1,0,2731
c,c,c,c,7,5,2,5,T,1,1,0,2056
c,rr,r,c,3,4,K,4,K,2,22,0,4765
c,c,c,rr,9,8,3,9,5,2,3,3,7182
c,rr,r,c,3,T,Q,2,5,1,2,0,1616
c,c,c,c,6,J,A,6,Q,3,3,4,6949
c,c,c,c,K,A,Q,A,9,2,2,0,4134
c,c,c,c,9,3,K,8,Q,1,1,0,720
rr,rr,c,c,7,6,7,6,8,2,2,0,4295
c,c,c,c,5,9,5,2,3,1,2,0,2136
r,rr,rr,rr,T,5,A,9,6,2,22,0,4072
c,r,c,r,8,J,2,3,5,1,2,3,1394
c,c,c,c,J,8,3,3,K,1,2,0,1652
c,c,c,r,9,J,Q,T,K,2,2,0,5861
r,rr,rr,r,6,T,9,3,7,2,3,3,3779
c,rr,r,c,8,5,T,T,9,2,22,0,4518
c,r,rr,r,7,T,T,3,Q,1,2,0,5566
c,rr,r,c,A,T,K,J,Q,2,2,3,5862
c,c,c,c,Q,Q,K,A,J,2,2,0,3696
c,r,c,r,6,T,7,Q,7,2,2,0,4508
c,c,c,c,A,T,T,8,4,1,2,0,3254
rr,rr,r,r,K,8,T,A,9,2,2,0,3695
c,c,c,r,Q,Q,3,5,2,2,22,3,4636
c,c,c,c,7,5,3,T,2,1,2,0,3106
c,c,c,r,T,7,K,J,3,2,3,3,3421
r,rr,c,c,5,2,5,6,4,1,1,0,2150
c,r,c,c,Q,7,2,7,6,1,1,0,4266
c,c,c,c,Q,T,8,K,7,1,2,0,1880
c,r,rr,c,7,6,2,2,J,1,1,0,4210
c,c,c,c,8,7,4,Q,K,2,3,3,720
c,r,c,c,2,9,7,Q,7,3,3,3,4431
c,c,c,c,2,7,8,A,6,1,2,0,985
rr,rr,r,rr,2,J,5,9,J,2,2,0,4628
c,c,c,c,Q,A,A,2,Q,1,2,3,4978
r,r,c,rr,3,K,K,4,A,2,2,0,4993
c,c,rr,c,4,3,K,6,8,1,2,3,2297
c,r,r,c,7,6,J,8,K,1,2,0,2750
c,c,c,c,K,J,8,7,T,1,2,0,783
c,r,r,c,3,2,2,J,T,1,2,0,4541
r,c,r,c,T,6,2,K,8,2,2,0,1231
rr,r,rr,r,3,9,K,K,5,1,1,0,3897
c,c,c,c,9,4,2,2,2,2,2,3,5022
c,rr,r,c,7,2,T,6,K,1,1,0,1424
c,r,r,rr,T,J,6,7,7,2,2,0,4595
c,c,c,c,9,9,3,7,A,1,2,3,3015
c,c,c,c,Q,2,A,7,9,2,2,0,1048
c,c,c,c,6,4,5,A,J,2,22,3,4010
c,c,c,rr,T,7,T,2,J,1,1,0,4629
c,c,c,c,8,9,3,2,7,2,2,3,1381
c,rr,rr,c,7,2,4,T,5,2,2,0,2521
c,c,c,c,9,T,8,5,5,1,2,0,2154
c,c,r,c,7,3,J,9,T,2,22,3,2899
c,rr,rr,r,7,K,8,8,8,2,2,3,7031
c,c,c,c,Q,Q,7,3,T,2,22,0,3596
c,r,c,rr,3,T,2,K,2,2,2,0,5047
c,c,c,c,4,6,A,8,K,2,22,3,1224
c,r,r,r,7,9,2,T,Q,1,1,0,5860
c,c,c,rr,6,6,K,2,3,2,22,0,4212
c,rr,c,r,8,7,2,T,8,1,2,3,4521
c,r,rr,c,6,3,8,2,4,1,2,0,609
c,r,c,c,4,2,2,J,7,1,2,0,1441
c,r,r,c,K,6,2,A,7,2,2,0,3888
c,r,c,c,5,2,6,9,2,1,2,0,1439
c,c,c,c,7,8,J,7,J,2,3,3,4594
c,r,r,c,8,8,4,3,5,1,2,0,4328
c,c,c,c,Q,K,J,A,A,2,2,0,4136
r,r,rr,rr,A,7,K,T,7,2,2,0,4840
c,r,rr,rr,3,3,J,8,7,2,2,0,5094
c,c,r,c,4,5,J,8,4,1,1,0,4166
c,rr,c,r,2,K,J,Q,8,2,3,3,3859
c,c,c,c,K,7,2,T,A,2,2,0,1266
c,c,c,c,7,8,7,Q,J,1,2,0,2494
c,c,rr,rr,5,5,2,A,2,2,2,0,4905
c,c,c,c,3,2,Q,8,T,1,2,0,2487
rr,r,r,r,Q,8,5,J,9,3,3,3,5860
c,r,r,c,K,5,3,7,7,2,3,3,4267
r,r,r,c,3,4,Q,J,J,1,2,0,3421
c,rr,r,rr,2,T,2,T,4,1,1,0,7236
c,c,c,c,K,Q,9,9,Q,2,2,0,4719
c,c,c,c,7,A,3,Q,Q,2,22,0,3683
r,r,rr,rr,K,4,9,A,9,3,3,3,6523
c,r,rr,c,8,A,K,4,J,2,2,3,2815
c,c,r,c,9,4,K,6,Q,1,2,3,2319
c,r,rr,r,9,6,K,7,Q,2,2,0,2978
c,c,c,rr,Q,2,5,8,2,2,3,3,5037
c,rr,r,c,A,8,4,4,7,2,2,0,4334
c,c,r,r,A,Q,T,J,5,2,3,3,4081
c,r,c,r,A,9,4,T,8,1,2,3,4334
rr,c,c,r,4,J,2,4,J,2,2,0,4565
c,r,c,c,A,6,K,3,J,1,2,3,2375
c,c,c,c,2,6,7,3,9,1,2,0,509
c,c,c,c,2,K,J,3,8,2,2,3,2971
c,c,c,c,J,7,A,6,A,1,2,0,4078
c,c,r,r,J,5,8,5,5,2,2,3,5256
c,c,c,c,T,3,J,3,9,2,3,3,1652
c,c,r,r,J,J,9,6,6,2,22,0,7196
c,c,r,rr,6,7,T,Q,9,2,2,0,5858
c,c,c,c,J,A,4,6,2,2,22,3,990
c,c,c,c,7,8,6,A,4,2,2,3,5856
c,c,c,c,4,J,T,7,5,2,3,4,454
c,c,c,c,4,2,9,9,A,2,2,0,3033
