@RELATION SimpleBotHROM
@ATTRIBUTE raised_preflop NUMERIC
@ATTRIBUTE raised_flop NUMERIC
@ATTRIBUTE raised_turn NUMERIC
@ATTRIBUTE raised_river NUMERIC
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_strength NUMERIC
@DATA
0,0,0,0,5,J,Q,A,A,2,22,3,1106.134965034965
0,2,1,1,2,T,T,J,A,2,2,3,1614.1550116550115
1,1,1,0,2,4,4,8,A,2,2,0,457.2405594405594
0,0,0,0,2,7,8,9,Q,1,1,0,254.76489028213166
0,1,0,0,6,T,J,J,K,2,2,0,1372.3531468531469
0,2,2,1,2,2,3,6,9,2,2,0,1639.6608391608393
0,0,0,0,2,3,3,6,7,2,22,0,339.75524475524475
0,0,0,0,2,6,7,J,K,2,3,3,132.84169278996865
2,0,1,0,3,6,7,9,T,1,1,0,91.7962382445141
0,0,0,0,4,9,Q,K,K,1,2,0,1057.081818181818
0,1,0,0,2,4,6,T,A,2,22,3,217.15673981191222
0,0,0,0,3,3,5,9,T,2,2,0,358.5286713286713
0,0,0,0,4,7,8,9,K,2,2,3,156.90282131661442
0,1,0,0,4,4,9,J,Q,1,1,0,454.8181818181818
0,1,0,1,5,6,9,T,Q,1,1,0,691.6055944055944
0,0,0,0,2,3,T,Q,K,2,3,3,307.65874125874126
0,0,0,0,4,7,Q,A,A,1,2,0,1104.0153846153846
0,0,0,0,2,4,6,7,A,1,2,3,228.88401253918497
0,0,0,0,4,9,T,A,A,2,2,3,1082.8195804195805
0,1,2,1,4,8,J,Q,K,2,2,0,906.8944055944056
0,0,0,0,2,3,7,9,A,2,22,3,247.28369905956112
0,0,0,0,2,4,8,Q,K,1,2,0,252.9451410658307
0,1,0,0,3,5,8,9,T,2,2,3,183.18808777429467
0,2,1,0,2,9,T,T,K,2,22,3,1313.3916083916083
2,1,1,0,3,3,4,5,6,3,3,3,1427.7412587412587
0,0,2,1,3,7,8,J,A,2,2,0,1261.576923076923
0,0,2,0,2,2,T,J,Q,3,3,3,1639.8776223776224
0,0,0,0,2,7,8,J,K,2,2,0,132.84169278996865
0,1,1,0,5,6,8,J,A,2,3,3,918.0979020979021
0,0,0,0,5,7,8,9,9,1,2,3,790.0146853146853
2,0,0,0,2,3,4,6,6,2,2,0,570.1839160839161
0,0,0,0,3,7,8,9,T,2,3,3,341.57202797202797
0,1,2,0,3,7,9,J,A,2,22,3,258.0
0,2,1,0,9,T,T,K,A,1,2,0,1543.2820512820513
0,0,0,0,2,2,2,5,9,2,2,0,1639.7692307692307
0,2,1,0,3,6,6,9,T,2,22,3,590.4713286713286
0,0,0,0,5,7,9,Q,K,2,22,0,144.16457680250784
0,0,0,0,3,5,8,K,A,1,2,0,390.0195804195804
0,0,0,0,2,4,8,9,K,2,2,0,105.74764890282131
2,1,1,2,5,T,J,A,A,1,2,0,1930.8076923076924
0,0,0,1,3,8,9,K,A,1,2,0,790.0146853146853
0,1,1,0,2,J,J,Q,Q,2,22,0,1483.1293706293707
2,0,1,0,5,6,T,T,A,2,2,0,854.5104895104895
0,0,1,1,3,3,3,9,Q,1,2,0,1877.551282051282
0,1,1,1,4,4,9,T,J,2,2,0,452.09300699300695
0,2,2,2,4,7,J,J,K,2,22,0,1917.2948717948718
1,1,1,1,5,5,8,T,A,2,2,0,1581.9941724941725
0,0,0,1,6,7,7,8,8,1,2,0,1260.981351981352
0,0,1,2,7,7,T,T,Q,2,2,3,1477.7692307692307
1,0,0,0,3,4,5,7,9,1,2,3,210.4843260188088
1,1,1,0,4,4,5,9,K,2,2,0,457.2405594405594
0,0,0,0,5,6,J,Q,Q,2,22,3,1450.3729603729603
0,1,0,1,3,3,7,8,K,1,2,0,1202.0198135198136
1,0,0,0,3,5,8,8,K,2,22,3,1228.2249417249418
0,1,1,1,3,5,8,T,K,2,2,0,507.5048951048951
0,0,1,1,5,J,J,K,K,2,22,0,1549.8333333333333
0,0,0,1,2,4,7,Q,K,2,22,0,640.1300699300699
0,0,0,0,2,6,Q,A,A,1,2,0,1096.4454545454546
1,1,1,1,4,5,9,T,J,2,2,0,918.4006993006993
2,1,1,1,6,7,8,Q,K,2,2,0,906.8944055944056
0,1,2,2,3,9,Q,K,A,2,2,0,1556.3846153846152
0,1,1,1,5,7,8,J,K,2,22,0,724.0048951048951
1,0,0,1,5,T,J,J,A,2,3,3,1621.3018648018647
0,0,0,0,5,6,6,7,A,1,2,0,1189.5128205128206
0,0,0,0,4,6,8,8,J,2,2,0,717.6461538461538
2,2,2,0,3,3,8,K,A,2,3,4,1569.4871794871794
0,0,0,0,6,8,8,9,K,2,2,3,723.3993006993007
0,1,0,1,9,T,J,K,K,2,2,0,1780.2
0,1,0,0,4,T,Q,K,K,1,2,0,1523.032634032634
0,0,0,1,3,8,9,9,K,2,2,0,1306.8403263403263
0,2,1,0,3,4,4,J,Q,1,2,0,454.8181818181818
0,0,0,0,9,T,J,J,A,2,3,3,918.4006993006993
1,0,1,1,4,5,9,T,J,2,22,0,249.10344827586206
0,1,2,2,2,8,9,A,A,1,2,0,1725.6153846153845
2,0,0,1,2,5,6,9,T,2,2,0,316.4398601398601
0,0,0,0,4,6,7,J,Q,1,1,0,90.58307210031347
0,1,0,0,9,K,K,K,A,2,2,0,1924.051282051282
0,1,0,0,2,4,6,7,9,2,3,3,566.8531468531469
0,2,1,1,2,3,5,7,A,2,3,3,778.5083916083917
0,0,1,1,4,5,K,K,A,2,2,0,1733.8
2,1,1,1,4,5,6,9,9,1,1,0,1263.9592074592074
0,0,1,1,2,9,T,Q,A,1,2,0,854.2076923076924
0,2,1,1,2,2,3,3,K,2,22,0,1130.551282051282
0,1,1,1,2,4,9,K,A,1,2,0,456.93776223776223
0,1,2,0,3,3,9,Q,K,2,22,3,1431.3146853146854
1,0,1,0,3,3,6,T,A,1,2,0,1431.9102564102564
0,1,1,0,3,5,6,J,J,2,22,0,1392.602564102564
0,1,1,0,2,9,T,T,Q,2,2,0,854.2076923076924
1,0,1,1,3,3,9,J,A,2,2,0,1497.423076923077
0,2,0,0,5,7,J,Q,A,1,2,0,987.1356643356644
1,1,2,1,2,3,6,7,T,2,3,4,879.037062937063
0,0,1,2,8,8,8,J,Q,1,2,0,1902.1923076923076
0,1,0,0,2,2,3,J,A,1,2,3,1169.8589743589744
0,2,1,2,2,3,5,T,Q,2,2,0,521.1307692307691
2,2,0,0,5,7,8,K,K,1,2,0,1056.4762237762238
0,1,2,1,3,7,7,8,K,2,22,3,1898.2179487179487
0,1,0,1,2,3,6,6,7,2,2,3,1219.8869463869464
0,0,0,0,7,8,8,J,Q,2,2,3,693.4223776223776
1,0,0,0,2,3,3,7,J,3,3,3,1130.551282051282
2,1,0,2,2,2,T,T,T,1,1,0,1912.525641025641
0,2,2,0,3,5,T,T,A,2,2,0,1346.7435897435898
0,0,0,0,2,5,7,T,T,2,2,3,805.7601398601398
0,0,0,0,3,6,8,Q,Q,2,2,0,940.8076923076923
0,1,0,0,3,4,7,8,K,2,2,3,390.0195804195804
0,0,0,0,4,6,7,9,Q,2,2,0,622.5678321678322
0,1,1,0,3,4,6,T,T,2,22,0,1339.5967365967367
0,1,1,1,7,Q,Q,K,K,2,3,3,1926.8333333333333
0,0,0,0,3,4,5,6,A,2,2,0,219.58307210031347
1,0,0,0,2,6,7,8,9,2,3,3,86.33699059561128
0,1,1,1,2,3,8,J,K,2,3,3,1022.2601398601398
0,1,2,1,2,J,Q,Q,K,2,2,0,1424.7634032634032
1,2,1,0,3,7,8,9,J,2,2,0,958.0671328671328
1,2,2,1,6,6,7,9,J,1,1,0,1515.8857808857808
1,0,1,1,4,6,7,9,J,2,22,3,1828.7564604541894
2,1,0,0,3,3,5,7,9,2,22,0,380.63286713286715
0,1,1,0,2,5,7,7,8,1,2,0,647.3972027972028
0,2,2,1,5,J,Q,K,A,2,22,3,1621.897435897436
0,1,0,1,2,5,9,T,J,2,2,3,483.2811188811189
1,1,1,0,3,5,5,Q,A,3,3,3,1581.9941724941725
0,1,1,0,2,4,4,7,8,2,2,0,445.7342657342657
1,0,2,0,2,5,9,T,A,2,3,3,1104.6209790209791
1,1,1,0,5,J,Q,K,A,1,2,0,1621.897435897436
0,1,2,0,2,4,5,Q,Q,2,2,3,1442.034965034965
0,1,1,2,5,6,8,9,9,2,2,0,1757.0
1,1,0,0,5,5,6,9,K,1,2,0,1333.0454545454545
0,2,0,0,2,8,T,A,A,1,1,0,1607.0081585081584
0,1,0,0,3,3,8,T,J,2,2,0,371.85174825174823
0,2,1,2,2,3,5,6,A,2,2,0,578.6622377622377
0,0,0,0,2,7,9,J,Q,2,3,4,223.22257053291537
0,1,0,2,2,2,J,J,A,2,3,3,1619.5151515151515
0,1,0,0,4,9,Q,Q,K,1,2,0,990.1636363636363
1,0,1,2,6,8,T,Q,A,2,22,3,1858.1597494126859
2,2,1,2,3,3,9,9,J,1,2,0,1535.539627039627
1,1,0,0,6,8,K,A,A,2,2,0,1628.448717948718
0,1,1,1,2,5,6,8,J,2,22,3,747.3202797202797
0,1,0,0,5,T,Q,K,A,1,2,0,256.1802507836991
0,1,0,0,2,8,8,T,K,2,2,0,724.3076923076924
0,0,1,1,4,T,K,A,A,2,22,3,1615.3461538461538
0,1,1,0,2,4,8,8,T,1,2,0,702.5062937062937
0,0,0,0,6,6,9,J,Q,2,22,3,560.4944055944056
0,0,0,0,5,8,J,K,A,2,22,0,249.10344827586206
0,0,0,0,8,9,T,J,Q,1,2,0,1774.4
0,1,2,1,5,6,6,6,A,2,22,0,1890.6666666666667
0,1,2,0,2,3,5,A,A,2,22,3,1111.5853146853146
0,0,1,0,2,6,T,A,A,2,3,4,1614.1550116550115
2,1,2,2,3,6,7,A,A,1,2,0,1724.5314685314686
0,2,1,1,3,4,9,T,J,1,2,0,616.5118881118881
0,0,1,1,4,8,9,9,J,2,3,3,1306.2447552447552
0,1,1,2,3,7,J,Q,A,1,2,0,1107.3461538461538
0,2,0,2,3,T,J,J,A,2,3,3,1620.7062937062938
0,0,0,0,2,3,4,5,9,1,1,0,1739.6
0,1,1,1,4,7,8,9,Q,2,3,3,627.1097902097902
0,2,0,0,2,6,8,Q,K,2,3,3,257.79780564263325
1,1,0,1,2,6,T,Q,Q,2,2,3,1483.1293706293707
0,2,2,1,8,T,J,K,K,2,2,0,1542.090909090909
0,0,0,2,2,3,4,Q,K,1,2,0,1036.4916083916082
0,0,0,1,5,6,Q,Q,K,2,22,3,1450.9685314685314
1,1,1,0,2,3,5,7,8,2,3,3,867.8335664335665
0,0,1,2,2,4,T,Q,A,2,3,3,454.5153846153846
0,2,0,0,4,7,Q,K,A,2,22,0,457.8461538461538
0,0,0,0,2,7,7,8,K,1,2,0,635.5881118881118
0,0,1,2,2,T,Q,K,A,2,22,3,1786.0
0,1,0,1,2,7,T,J,Q,1,2,0,1194.8729603729603
0,1,0,0,3,6,8,K,A,2,2,3,456.63496503496503
0,0,1,0,2,5,8,K,A,1,2,0,523.2503496503497
0,0,0,0,5,8,J,Q,A,2,22,3,223.22257053291537
0,0,0,0,3,6,8,9,J,1,2,3,223.22257053291537
0,0,0,0,5,6,6,7,J,1,1,0,544.4461538461538
0,1,1,0,2,7,9,9,A,3,3,3,787.5923076923077
0,0,1,1,2,3,J,Q,A,1,1,0,321.5874125874126
0,0,0,0,5,9,T,J,A,2,22,0,200.3746081504702
0,2,0,0,4,5,7,7,J,2,2,0,1213.9312354312353
0,1,1,0,3,4,9,9,Q,1,2,0,787.8951048951049
0,2,1,2,4,7,7,7,T,2,22,0,1897.025641025641
2,1,0,1,3,5,7,T,J,1,2,3,917.7951048951049
2,0,2,0,4,5,5,9,T,2,22,3,521.1307692307691
0,0,0,0,6,8,9,T,J,2,2,3,49.53761755485893
1,0,1,1,3,8,9,T,Q,1,2,0,1774.4
0,2,1,1,4,5,9,Q,A,1,2,3,987.4384615384615
1,1,0,0,4,5,T,Q,A,2,2,3,321.2846153846154
0,1,1,0,7,7,T,J,K,1,2,0,657.3895104895105
0,0,0,0,2,3,9,Q,K,1,2,0,150.63479623824452
0,2,0,1,3,4,6,7,8,2,3,3,545.9601398601399
0,0,1,2,3,7,7,8,J,2,22,0,1398.558275058275
1,0,2,2,4,8,9,Q,A,2,2,0,1626.6620046620046
0,0,0,0,4,8,J,Q,A,2,3,4,221.6050156739812
0,1,1,2,3,6,Q,K,A,2,3,3,1056.4762237762238
0,1,1,0,2,6,8,A,A,1,2,3,1113.402097902098
0,0,1,1,2,3,8,Q,A,2,22,0,720.6741258741258
0,1,1,0,4,5,7,8,A,2,2,0,1113.704895104895
0,1,2,2,4,5,6,T,J,2,2,0,1325.3030303030303
0,0,1,0,2,6,9,9,Q,2,2,0,1299.6934731934732
1,1,2,1,2,6,T,J,Q,2,22,0,1040.7307692307693
0,0,0,0,8,T,T,A,A,2,2,0,1612.9638694638695
0,0,0,0,5,5,8,9,J,1,2,0,505.08251748251746
0,0,1,0,3,3,6,T,A,1,2,0,1156.7564102564102
0,2,1,0,5,6,T,K,K,1,1,0,1542.090909090909
0,1,0,0,3,7,9,J,K,1,2,0,249.10344827586206
0,1,2,0,5,6,6,9,Q,1,2,0,1293.1421911421912
0,0,0,0,3,6,Q,K,K,2,2,0,1033.1608391608393
0,0,0,0,3,6,9,Q,Q,2,2,0,948.9832167832168
0,0,0,0,2,4,9,J,K,2,2,0,127.38244514106583
0,1,2,0,2,4,5,7,T,1,2,0,238.99373040752351
0,1,1,2,3,4,8,9,J,2,3,3,1233.5850815850815
0,1,0,0,4,5,9,A,A,1,2,0,1114.916083916084
0,0,0,2,3,5,6,7,Q,2,3,3,1745.4
0,0,0,0,4,7,7,7,9,2,22,0,1677.597902097902
0,0,0,0,4,6,7,9,T,2,2,0,816.0552447552448
0,0,0,1,4,6,9,J,A,2,2,3,1854.0156617071261
2,0,0,0,2,4,5,6,8,1,2,0,123.3385579937304
1,1,1,1,5,5,T,J,A,1,1,0,1928.8205128205127
0,1,0,1,4,8,9,J,A,1,2,3,1241.923076923077
0,1,0,1,3,5,8,J,Q,2,3,3,693.1195804195804
1,0,1,0,2,3,7,7,A,1,2,0,1523.628205128205
0,2,0,0,2,3,3,Q,Q,3,3,3,1803.89193422083
0,2,1,2,3,4,8,Q,A,1,1,0,1575.4428904428905
0,2,2,1,2,6,6,8,T,1,2,0,1339.5967365967367
0,0,0,2,2,4,T,Q,K,2,22,0,440.8895104895105
0,0,2,2,2,5,7,T,J,2,2,0,882.6706293706294
0,0,0,0,2,3,4,7,A,2,3,4,238.79153605015674
0,2,0,0,3,5,J,J,A,2,2,0,1386.051282051282
0,1,0,2,2,9,9,T,K,2,2,0,1359.2505827505827
1,1,0,0,4,5,J,K,A,2,22,3,324.3125874125874
0,1,1,1,3,4,9,J,Q,1,2,0,1482.5337995337995
0,2,2,2,5,8,T,T,Q,1,2,0,1475.3869463869464
0,2,2,0,4,5,8,Q,A,1,2,0,984.7132867132867
0,1,0,0,5,5,6,7,7,2,2,0,1215.7179487179487
0,2,1,1,6,8,9,Q,K,1,1,0,1038.0055944055944
0,2,1,1,2,8,8,9,A,1,2,0,1899.0128205128206
0,2,1,0,2,3,3,T,A,1,2,3,1156.7564102564102
0,0,0,0,3,3,6,9,T,1,2,0,358.5286713286713
0,1,1,2,J,Q,Q,Q,A,1,1,0,1922.4615384615386
0,1,0,0,4,6,T,J,K,2,2,0,457.5433566433567
1,0,0,0,3,6,7,8,T,2,2,0,273.13986013986016
0,1,0,1,4,5,6,9,A,2,2,0,241.42006269592477
0,1,1,0,9,T,T,J,K,2,2,0,1542.090909090909
0,1,1,2,2,4,6,Q,K,1,1,0,1039.5195804195805
0,1,1,0,4,7,7,7,K,1,2,0,1898.2179487179487
0,1,1,0,2,6,8,K,A,2,22,3,323.706993006993
0,1,1,1,5,6,J,Q,A,2,2,0,1107.0433566433567
0,1,0,0,4,7,9,T,K,2,2,0,241.8244514106583
0,0,0,0,3,4,6,A,A,2,2,0,1117.3384615384616
0,0,0,0,3,5,9,T,A,2,2,3,216.95454545454547
0,0,2,0,3,4,6,8,J,2,2,0,571.0923076923077
0,1,1,1,7,8,9,T,J,1,1,0,1774.4
0,2,2,1,2,5,6,T,Q,2,2,0,1661.2307692307693
0,1,1,0,3,8,Q,K,K,2,2,3,1056.779020979021
0,1,0,1,2,4,4,T,Q,1,2,0,1436.6748251748252
0,0,1,0,2,7,7,8,A,1,1,0,657.6923076923076
0,0,0,0,2,6,8,J,A,1,2,3,247.4858934169279
0,0,0,0,4,6,7,8,K,2,2,0,1022.5629370629371
0,2,1,1,2,2,7,T,J,1,1,0,1415.829836829837
0,1,2,0,6,7,8,9,K,1,2,3,1035.5832167832168
0,1,2,0,3,6,7,Q,A,1,2,0,984.4104895104895
1,2,1,2,3,6,T,Q,A,2,2,0,921.1258741258741
0,0,0,0,3,7,7,7,9,1,2,0,1677.923076923077
1,0,2,1,5,8,9,J,Q,1,2,0,1774.4
0,0,1,0,5,8,8,T,J,2,3,3,1246.6876456876457
1,1,1,0,7,7,T,J,J,2,2,0,1399.1538461538462
0,1,1,0,4,5,J,A,A,2,2,0,1120.972027972028
1,1,2,1,7,8,9,Q,K,2,22,3,971.3902097902098
0,0,0,0,3,6,T,T,J,2,22,3,1338.4055944055945
1,1,1,2,2,5,7,8,K,1,1,0,833.6174825174825
0,0,1,2,4,5,6,8,J,2,2,0,1246.6876456876457
0,0,0,0,2,7,J,Q,K,1,2,0,374.5769230769231
0,1,1,1,2,3,6,8,9,2,3,3,1665.8916083916083
0,0,2,2,3,7,8,9,J,2,3,3,1774.4
0,1,2,1,2,3,5,A,A,1,2,0,1580.8030303030303
0,2,1,0,6,8,J,K,A,2,3,3,1120.3664335664334
0,2,1,1,4,4,6,8,9,1,2,0,1656.027972027972
0,0,2,2,2,5,6,7,9,1,2,0,1757.0
0,1,2,0,2,4,4,K,A,2,2,3,1163.3076923076924
0,0,1,1,2,6,7,9,Q,1,2,0,654.0587412587413
1,2,2,1,7,8,J,Q,A,2,22,3,1713.5839160839162
0,2,1,1,2,2,3,4,6,2,3,3,1168.667832167832
0,0,0,1,2,4,6,8,8,2,22,0,1231.2027972027972
1,2,1,1,3,4,6,Q,Q,1,2,3,1552.811188811189
0,0,0,1,2,7,J,J,Q,2,2,0,893.2685314685315
0,0,0,0,4,4,6,8,Q,2,3,3,1182.9615384615386
0,0,0,0,4,4,5,7,A,2,2,0,454.5153846153846
0,2,2,1,5,7,8,J,A,3,3,3,1848.0297572435395
0,1,1,1,2,3,4,8,T,2,2,3,1838.754894283477
0,0,0,0,2,2,4,T,Q,2,2,0,1313.3916083916083
0,0,0,1,3,4,5,T,A,2,3,4,1842.7016444792482
2,0,1,2,3,4,T,Q,A,1,2,0,1057.081818181818
1,0,1,0,2,5,9,K,A,2,22,3,856.9328671328672
0,1,1,1,5,6,9,J,K,1,2,0,249.10344827586206
1,2,1,1,3,3,T,J,J,2,2,3,1620.7062937062938
0,1,1,1,2,2,4,5,Q,2,3,3,321.5874125874126
0,2,1,1,3,5,9,T,A,2,3,3,848.4545454545455
0,1,1,1,2,4,9,K,A,3,4,4,1608.7948717948718
0,1,1,0,2,5,6,K,K,1,2,0,1506.3566433566434
0,0,1,0,2,3,J,K,K,1,2,0,1057.3846153846152
0,1,1,0,2,3,4,8,9,2,2,0,341.57202797202797
0,1,1,2,3,5,9,J,Q,3,3,3,787.8951048951049
1,1,0,1,2,5,J,K,A,2,3,3,990.7692307692307
0,1,0,1,2,5,9,J,A,1,2,0,918.4006993006993
0,0,0,0,3,5,5,9,K,1,1,0,523.5531468531469
1,0,1,1,2,5,6,J,A,2,3,3,1641.937062937063
0,0,0,0,3,5,7,9,K,2,3,3,523.5531468531469
0,0,0,0,2,3,4,5,K,3,3,3,297.0608391608392
0,0,0,0,4,5,7,J,K,2,22,0,370.94335664335665
0,1,2,1,2,6,J,Q,A,1,2,3,1107.3461538461538
0,0,1,0,3,3,6,K,A,2,2,0,390.92797202797203
0,2,1,2,4,4,T,T,A,2,3,3,1884.3076923076924
0,1,2,1,4,5,T,A,A,1,2,3,1600.4568764568764
0,0,0,0,3,5,7,8,K,2,22,3,432.10839160839157
0,0,0,1,6,9,J,J,A,2,2,0,1620.1107226107226
0,0,2,0,5,7,7,T,A,2,22,0,1215.7179487179487
0,0,0,0,2,4,6,6,8,1,1,0,541.4181818181819
0,1,1,1,2,4,4,5,Q,1,2,0,453.606993006993
1,2,2,1,2,2,5,Q,K,2,22,3,1562.9358974358975
0,1,0,1,5,9,T,J,Q,2,3,3,1780.2
0,1,1,0,4,7,8,J,Q,2,2,0,426.96083916083916
0,1,1,1,3,3,7,J,A,2,22,0,1202.6153846153845
0,1,0,0,3,3,4,T,Q,1,1,0,391.2307692307692
0,1,0,2,4,6,8,J,K,2,2,0,704.0202797202797
0,0,0,0,4,7,8,K,A,1,2,0,256.1802507836991
0,0,1,0,3,4,5,7,J,1,2,0,612.2727272727273
0,0,0,0,3,4,5,J,J,2,2,0,867.8335664335665
0,2,1,1,3,6,9,Q,Q,1,2,3,1711.3076923076924
0,1,2,2,5,6,7,K,A,1,1,0,1510.525641025641
0,1,1,2,2,3,5,8,K,2,2,0,1647.6818181818182
1,1,1,0,2,5,7,9,K,2,2,0,835.4342657342658
0,0,0,0,2,3,6,7,9,2,3,4,380.63286713286715
0,1,0,0,2,4,5,7,K,1,1,0,302.2083916083916
0,1,1,0,4,6,T,J,A,2,2,0,917.7951048951049
0,2,1,2,2,2,T,J,Q,2,22,3,1639.8776223776224
0,2,1,1,8,T,J,Q,K,1,2,0,1683.8846153846155
1,2,1,1,2,3,6,J,Q,2,2,0,1639.8776223776224
0,0,0,0,6,9,J,J,Q,2,22,3,920.8230769230769
0,0,0,0,8,8,9,K,K,1,2,0,1529.5839160839162
0,1,1,0,4,6,7,J,K,2,22,0,1039.8223776223776
0,0,1,0,6,6,8,8,T,2,22,3,1254.43006993007
0,0,2,0,3,5,9,Q,K,1,1,0,254.56269592476488
0,0,0,1,4,8,9,J,J,2,2,3,1796.195771339076
0,0,0,1,2,3,4,5,8,2,3,4,1803.4314800313234
0,2,1,1,3,4,5,9,A,2,3,3,1733.8
0,2,2,1,4,5,6,T,T,1,1,0,1892.2564102564102
1,1,1,1,4,4,8,J,J,2,22,3,1914.1153846153845
1,1,0,0,4,7,7,Q,Q,1,2,0,1458.1153846153848
0,1,1,0,3,4,7,T,Q,2,22,3,255.9780564263323
0,0,0,0,4,6,7,8,A,2,2,3,253.34952978056427
0,0,0,2,6,6,7,T,A,2,2,0,1340.1923076923076
0,0,0,0,3,4,5,5,A,1,2,0,519.9195804195804
0,0,0,0,8,J,Q,Q,Q,2,2,0,1713.5839160839162
0,1,1,0,5,9,T,K,A,2,22,0,390.62517482517484
0,0,0,0,8,T,Q,Q,Q,2,2,0,1710.332167832168
0,1,0,0,3,6,9,K,A,2,3,3,790.0146853146853
0,2,1,1,2,4,7,K,A,2,2,0,1122.7888111888112
0,0,0,0,2,7,T,K,A,2,3,4,857.2356643356643
0,0,0,0,5,7,J,Q,K,2,3,3,154.2742946708464
1,1,1,0,7,9,Q,K,A,2,2,0,1635.0
0,0,1,0,3,6,9,K,K,1,2,3,1521.2459207459208
0,1,1,1,4,9,K,A,A,2,22,0,1576.0384615384614
0,1,1,0,2,3,4,Q,A,2,22,3,786.0783216783217
0,1,0,0,2,4,6,8,K,1,1,0,589.8657342657343
0,2,0,1,3,4,5,T,K,1,1,0,855.7216783216783
0,1,1,0,4,5,7,T,A,1,1,0,449.36783216783215
0,2,1,0,2,2,9,T,J,1,2,0,1312.7960372960374
1,1,0,1,2,2,8,Q,K,1,2,0,1365.801864801865
0,1,0,0,4,6,7,7,Q,1,1,0,626.5041958041959
1,2,2,2,3,3,5,7,Q,2,2,0,1918.4871794871794
0,0,0,0,3,8,T,T,A,1,1,0,1320.5384615384614
0,1,1,2,3,6,7,7,A,2,22,0,1895.8333333333333
0,2,0,0,5,6,8,T,T,1,2,0,1892.2564102564102
0,0,0,0,2,4,5,Q,A,1,2,0,206.6426332288401
0,1,2,2,3,4,Q,K,K,2,2,0,1497.423076923077
0,0,0,0,4,4,6,J,A,1,1,0,1143.6538461538462
0,2,2,1,3,8,K,A,A,2,2,0,1602.2435897435898
0,1,0,1,3,4,8,J,Q,2,3,3,973.5097902097903
1,0,0,0,4,6,7,T,Q,2,3,3,224.43573667711598
0,0,0,0,5,6,8,9,J,2,22,0,347.9307692307692
0,0,0,0,2,2,4,8,Q,2,22,0,293.73006993006993
0,0,0,0,3,4,4,8,9,1,2,0,414.54615384615386
0,0,0,0,3,6,7,J,Q,1,2,3,91.7962382445141
0,1,1,0,8,9,T,Q,Q,1,2,0,1449.7773892773894
0,0,1,0,5,6,7,9,A,1,2,0,380.63286713286715
0,0,0,0,3,5,5,6,Q,2,22,0,520.827972027972
0,2,1,2,2,6,9,T,Q,2,2,0,1475.9825174825176
0,0,0,1,7,9,J,Q,K,2,22,3,1862.3696162881754
0,0,0,0,2,4,6,J,K,2,22,3,127.38244514106583
0,0,0,0,3,8,Q,A,A,1,1,0,1123.0916083916084
0,0,0,0,4,8,9,A,A,1,1,0,1093.7202797202797
0,1,1,0,6,9,J,A,A,1,2,0,1107.0433566433567
0,0,1,0,7,9,T,T,K,1,2,0,1326.4941724941725
0,2,1,0,2,2,3,6,9,2,22,3,1225.8426573426573
1,0,1,1,2,8,9,T,K,1,2,0,840.5818181818182
0,2,0,1,6,7,7,9,Q,2,2,3,1300.8846153846155
0,2,0,2,3,3,4,7,A,2,2,0,1569.4871794871794
1,1,0,1,3,6,J,A,A,1,2,0,1120.972027972028
0,1,1,0,2,2,3,8,K,2,22,3,1129.9557109557109
0,0,0,0,2,6,9,Q,K,2,2,0,307.35594405594406
0,2,2,2,7,8,8,J,K,1,2,3,1530.1794871794873
0,0,0,0,4,6,8,K,A,1,1,0,253.34952978056427
0,1,1,1,3,5,9,T,J,2,2,0,616.5118881118881
0,0,0,0,9,Q,Q,K,A,1,1,0,990.1636363636363
0,0,0,0,3,7,7,K,A,1,1,0,1209.1666666666667
0,1,0,0,4,T,Q,Q,A,1,2,3,1458.1153846153848
0,0,1,0,2,3,6,T,A,2,22,0,585.3237762237762
0,0,1,0,2,2,5,8,Q,2,2,0,1639.5524475524476
0,1,0,0,6,7,9,T,A,1,2,0,224.84012539184954
0,1,1,2,4,T,J,Q,Q,1,1,0,1476.5780885780887
0,1,2,1,4,4,Q,Q,A,1,2,0,1623.6841491841492
1,2,2,0,2,3,5,6,K,1,2,0,1043.7587412587413
0,1,1,0,4,4,6,T,T,2,22,3,1356.2727272727273
1,1,1,1,2,2,6,9,J,1,2,0,307.96153846153845
0,0,0,0,3,3,5,6,8,2,2,0,380.93566433566434
0,0,2,1,4,4,6,9,9,2,2,0,1281.2307692307693
0,1,0,1,3,6,8,J,K,2,22,0,257.79780564263325
0,1,0,0,3,6,9,J,Q,2,2,0,973.8125874125874
0,0,0,1,2,2,5,T,A,2,22,0,1313.9871794871794
0,1,2,2,4,5,J,J,K,2,22,3,1887.8846153846155
1,1,0,0,2,5,5,Q,K,1,2,0,1150.2051282051282
1,2,1,1,2,4,5,T,Q,2,2,0,1103.4097902097901
