@RELATION SimpleBotHROM

@ATTRIBUTE preflop_actions {c,r,rr}
@ATTRIBUTE flop_actions {c,r,rr}
@ATTRIBUTE turn_actions {c,r,rr}
c,r,r,r,4,K,7,5,2,2,2,3,one_pair
c,r,r,c,4,Q,8,T,7,3,3,3,one_pair
c,c,r,c,5,Q,3,8,T,3,3,3,one_pair
c,c,c,c,K,T,4,Q,2,1,2,0,high_card
c,c,c,r,A,T,2,4,A,2,2,0,one_pair
c,c,c,r,6,J,5,4,3,1,2,3,straight
c,c,c,c,T,K,J,7,7,1,2,0,one_pair
c,c,c,c,J,7,9,6,Q,2,3,3,high_card
c,c,c,c,5,3,8,7,4,2,22,3,high_card
c,c,c,c,4,7,3,6,4,2,2,0,one_pair
c,c,c,c,4,K,3,K,T,2,2,0,one_pair
c,c,c,c,2,3,K,4,7,2,3,3,high_card
c,c,r,rr,2,Q,K,3,4,2,2,0,one_pair
c,r,rr,c,9,J,T,K,7,2,3,3,one_pair
c,r,r,rr,6,8,3,T,A,1,2,0,two_pairs
c,c,c,c,9,2,T,6,3,3,3,3,one_pair
c,rr,rr,rr,7,7,A,9,4,1,2,3,three_of_a_kind
c,r,r,rr,5,A,A,3,K,1,2,3,two_pairs
c,c,r,c,8,T,9,J,7,2,2,0,straight
c,c,c,c,2,8,A,3,8,2,3,3,one_pair
c,c,c,c,T,2,8,5,6,1,1,0,high_card
c,c,c,c,8,K,K,9,T,1,2,3,two_pairs
c,c,c,c,T,8,8,4,J,2,22,3,two_pairs
c,c,c,c,A,K,4,5,J,1,1,0,high_card
c,r,c,c,2,3,Q,2,9,1,2,0,two_pairs
c,rr,r,c,6,2,2,9,4,2,3,3,two_pairs
c,c,c,c,7,9,J,3,Q,3,4,5,flush
rr,c,c,c,5,4,3,9,Q,1,1,0,high_card
r,r,c,c,9,4,Q,6,6,2,3,3,two_pairs
c,rr,c,r,T,9,T,3,J,1,2,3,one_pair
c,c,c,c,5,2,Q,5,2,1,2,3,two_pairs
c,r,r,rr,T,J,Q,8,8,2,2,0,two_pairs
r,rr,rr,rr,A,J,T,K,9,1,2,0,flush
c,r,c,r,Q,J,T,J,6,3,3,3,two_pairs
c,c,c,c,K,8,7,K,6,2,2,3,one_pair
c,c,c,c,9,3,6,3,8,1,1,0,one_pair
c,c,r,rr,7,A,J,J,6,2,2,0,two_pairs
c,r,rr,c,5,6,K,8,8,3,3,3,two_pairs
c,c,c,c,2,9,7,5,J,2,2,0,high_card
c,c,c,c,7,4,Q,J,A,1,2,0,high_card
c,r,r,rr,J,4,8,2,Q,1,2,3,straight
c,r,r,c,K,A,6,4,4,2,3,3,two_pairs
c,r,c,c,8,4,5,6,K,2,3,4,flush
c,r,c,r,9,5,4,T,K,2,2,0,one_pair
c,c,c,c,2,4,T,8,4,2,2,0,one_pair
c,c,r,r,8,9,2,2,3,3,3,4,flush
c,c,c,c,5,T,7,K,K,1,1,0,one_pair
c,r,r,rr,4,2,A,J,2,2,2,0,three_of_a_kind
c,rr,r,r,8,3,3,7,6,2,2,0,two_pairs
c,rr,r,rr,J,Q,2,7,K,1,2,0,three_of_a_kind
c,c,r,rr,T,5,6,T,6,1,2,3,flush
c,c,c,c,2,4,9,8,K,2,22,3,high_card
c,c,c,r,3,3,5,9,6,2,22,3,two_pairs
c,r,r,c,8,2,2,Q,Q,1,2,0,two_pairs
c,c,c,c,3,K,8,6,J,1,1,0,high_card
c,c,c,c,K,4,9,8,7,2,2,0,high_card
c,r,r,rr,9,3,J,5,3,1,2,0,three_of_a_kind
c,r,r,c,J,K,T,2,8,2,3,3,one_pair
c,rr,rr,rr,3,5,3,7,3,1,1,0,four_of_a_kind
c,rr,r,r,8,9,3,T,4,2,22,3,one_pair
c,c,c,r,5,6,2,5,8,2,3,3,two_pairs
c,c,c,c,7,4,6,J,A,2,3,3,one_pair
c,rr,rr,rr,7,6,5,2,7,2,2,0,straight
c,r,r,c,A,K,Q,5,5,2,2,0,two_pairs
c,c,c,c,Q,5,A,3,3,2,2,3,one_pair
r,c,c,c,4,5,4,6,9,2,22,3,one_pair
c,c,rr,c,K,A,8,Q,2,2,2,3,one_pair
rr,c,r,r,2,5,6,A,3,2,2,0,one_pair
c,rr,rr,r,A,J,4,T,4,3,3,3,flush
c,c,c,c,K,J,J,8,4,1,2,0,two_pairs
c,c,r,c,2,K,K,3,9,2,2,3,one_pair
c,rr,c,c,5,8,9,3,3,2,2,0,two_pairs
c,r,c,c,7,8,T,A,3,2,22,3,one_pair
c,r,rr,r,Q,5,J,6,K,1,2,0,two_pairs
c,c,r,c,9,9,5,6,A,1,2,0,one_pair
c,c,c,c,6,4,K,2,7,2,22,0,high_card
c,c,r,c,J,K,T,K,8,3,3,3,two_pairs
c,c,r,c,T,J,3,K,5,1,1,0,one_pair
rr,rr,c,c,8,A,5,8,2,1,2,3,two_pairs
c,c,rr,c,2,9,2,5,K,1,2,0,two_pairs
c,c,r,c,T,T,9,A,8,2,22,3,two_pairs
c,c,c,c,4,T,7,9,9,3,4,4,one_pair
r,rr,c,rr,2,5,Q,Q,A,1,1,0,two_pairs
c,r,c,c,9,K,A,J,T,1,1,0,two_pairs
c,c,c,c,6,5,2,8,7,1,2,0,high_card
c,r,c,c,J,8,6,Q,A,1,2,0,one_pair
c,c,c,c,6,2,9,6,6,1,2,0,three_of_a_kind
r,c,rr,rr,8,8,T,J,6,2,3,3,full_house
c,c,c,c,A,Q,K,2,Q,1,2,0,one_pair
c,c,c,c,3,J,K,9,T,3,3,3,high_card
rr,rr,r,c,8,6,2,7,5,1,2,0,one_pair
r,r,rr,rr,9,3,9,7,A,2,2,0,two_pairs
c,c,c,c,Q,K,7,J,5,2,3,3,high_card
c,rr,r,r,9,7,4,5,J,2,3,3,one_pair
c,c,c,c,3,J,3,4,4,1,1,0,two_pairs
c,c,c,c,2,T,6,9,Q,1,2,0,high_card
c,c,c,c,6,9,8,6,J,2,2,0,one_pair
c,r,c,c,Q,4,A,5,8,2,3,4,one_pair
c,c,c,c,J,Q,A,5,A,2,22,3,one_pair
c,rr,r,r,T,2,A,J,T,2,2,3,two_pairs
r,r,r,c,4,A,4,2,8,2,2,0,one_pair
c,c,c,c,7,8,Q,9,2,1,1,0,high_card
c,r,c,c,K,T,6,J,J,2,2,0,two_pairs
c,rr,rr,r,6,3,2,2,9,2,2,0,three_of_a_kind
c,c,c,c,7,6,3,3,2,2,22,0,one_pair
c,c,c,c,J,2,6,K,7,2,3,3,high_card
rr,c,r,c,3,T,7,9,6,1,1,0,high_card
c,c,c,c,9,K,Q,K,4,1,2,0,one_pair
c,r,c,c,4,A,2,T,6,2,22,3,high_card
c,c,c,c,3,9,3,5,T,2,2,0,one_pair
c,c,c,c,7,K,9,8,4,2,2,3,high_card
c,r,c,c,9,J,4,4,Q,1,1,0,one_pair
c,r,c,r,T,5,Q,6,9,1,1,0,one_pair
c,c,c,c,3,K,T,2,Q,2,3,3,one_pair
c,c,c,c,A,7,Q,A,4,1,2,0,one_pair
c,c,c,c,4,A,2,7,6,1,2,3,high_card
c,c,c,c,T,9,4,A,A,2,2,3,one_pair
c,r,rr,r,Q,K,J,4,8,2,2,0,one_pair
c,c,c,c,7,3,A,9,2,2,22,3,high_card
c,c,c,c,K,2,4,8,Q,1,2,0,high_card
c,r,c,c,8,T,9,3,5,2,2,3,high_card
c,rr,r,c,T,T,2,K,9,2,22,3,two_pairs
rr,r,r,c,4,6,3,5,3,3,3,3,two_pairs
c,c,rr,r,A,7,8,3,J,2,2,0,two_pairs
c,c,rr,c,T,2,J,2,Q,3,3,3,three_of_a_kind
c,c,c,c,2,J,K,8,7,2,2,0,high_card
c,r,r,c,J,5,6,A,8,2,3,3,one_pair
c,c,c,c,5,9,8,7,9,1,2,3,one_pair
rr,c,c,c,4,3,6,6,2,2,2,0,one_pair
c,c,c,c,9,7,T,8,3,2,3,3,one_pair
c,r,rr,c,A,9,J,3,7,2,22,3,one_pair
c,rr,r,c,K,T,9,A,T,1,2,0,two_pairs
c,c,c,c,2,5,2,2,9,2,2,0,three_of_a_kind
c,rr,r,c,T,6,6,3,9,2,22,3,one_pair
c,c,c,c,5,9,K,7,Q,2,22,0,high_card
c,c,c,c,3,5,A,K,8,1,2,0,one_pair
c,c,c,c,2,4,8,K,9,2,2,0,high_card
rr,r,r,rr,5,J,T,A,A,1,2,0,full_house
c,c,c,r,K,8,A,9,3,1,2,0,one_pair
c,r,r,c,Q,Q,J,J,2,2,22,0,two_pairs
rr,c,r,c,5,A,T,6,T,2,2,0,one_pair
c,c,r,r,3,3,3,9,Q,1,2,0,full_house
c,r,r,r,J,4,4,T,9,2,2,0,one_pair
c,rr,rr,rr,4,K,J,7,J,2,22,0,full_house
r,r,r,r,A,T,5,5,8,2,2,0,two_pairs
c,c,c,r,8,7,8,6,7,1,2,0,two_pairs
c,c,r,rr,T,7,T,7,Q,2,2,3,two_pairs
r,c,c,c,5,4,7,9,3,1,2,3,high_card
r,r,r,c,K,4,5,4,9,2,2,0,one_pair
c,c,c,c,Q,J,6,5,Q,2,22,3,two_pairs
c,r,c,r,K,3,7,3,8,1,2,0,two_pairs
r,c,c,c,3,5,K,8,8,2,22,3,two_pairs
c,r,r,r,8,K,5,3,T,2,2,0,one_pair
c,c,r,r,J,K,J,K,5,2,22,0,two_pairs
c,c,c,r,Q,4,7,2,K,2,22,0,one_pair
c,c,c,c,2,6,A,Q,A,1,2,0,one_pair
r,r,r,r,4,5,J,T,9,2,2,0,one_pair
rr,r,r,r,8,7,K,6,Q,2,2,0,one_pair
c,r,rr,rr,A,Q,K,9,3,2,2,0,two_pairs
c,r,r,r,K,8,5,7,J,2,22,0,one_pair
r,c,c,r,J,J,T,A,5,2,3,3,two_pairs
c,c,c,c,5,6,6,A,7,1,2,0,two_pairs
c,c,c,c,8,J,4,8,6,2,2,0,one_pair
rr,rr,rr,c,8,3,3,A,K,2,3,4,two_pairs
c,c,c,c,8,6,K,9,8,2,2,3,one_pair
c,r,c,r,K,J,T,K,9,2,2,0,straight
c,r,c,c,4,Q,K,T,K,1,2,0,two_pairs
c,c,c,r,3,K,9,9,8,2,2,0,two_pairs
c,rr,r,c,4,3,Q,4,J,1,2,0,one_pair
c,c,c,c,T,J,J,A,9,2,3,3,one_pair
r,c,r,r,5,T,9,4,J,2,22,0,high_card
c,r,rr,rr,A,A,2,8,9,1,2,0,three_of_a_kind
rr,c,c,r,2,6,T,9,5,2,2,0,one_pair
c,c,c,c,J,4,7,Q,6,1,1,0,high_card
c,r,c,c,K,A,9,K,K,2,2,0,full_house
c,r,c,c,9,6,2,4,7,2,3,3,one_pair
c,rr,r,r,3,2,5,7,A,2,3,3,one_pair
c,c,r,r,4,K,5,A,K,2,2,0,straight
rr,r,r,r,9,9,4,5,6,1,1,0,two_pairs
c,c,r,r,Q,A,9,T,2,1,2,0,one_pair
c,rr,r,r,3,K,3,2,2,2,22,0,two_pairs
c,r,r,r,4,A,2,9,K,1,2,0,one_pair
c,r,rr,c,K,3,9,Q,3,2,22,3,two_pairs
r,c,r,c,T,A,3,3,6,1,2,0,two_pairs
c,r,r,c,3,5,6,J,J,2,22,0,two_pairs
c,r,r,c,9,T,2,T,Q,2,2,0,one_pair
r,c,r,r,3,J,A,3,9,2,2,0,two_pairs
c,rr,c,c,7,Q,5,J,A,1,2,0,one_pair
r,r,rr,r,7,T,3,6,2,2,3,4,one_pair
c,c,r,rr,Q,8,8,J,8,1,2,0,full_house
c,r,c,c,2,2,3,A,J,1,2,3,two_pairs
c,rr,r,rr,5,3,2,T,Q,2,2,0,one_pair
rr,rr,c,c,5,8,7,K,K,1,2,0,one_pair
c,r,rr,r,7,3,7,K,8,2,22,3,full_house
c,r,c,r,2,6,7,3,6,2,2,3,two_pairs
c,c,c,c,Q,J,8,7,8,2,2,3,one_pair
r,c,c,c,3,J,7,2,3,3,3,3,two_pairs
rr,r,c,rr,T,2,2,T,T,1,1,0,full_house
c,rr,rr,c,A,T,5,T,3,2,2,0,two_pairs
c,c,c,c,7,T,2,T,5,2,2,3,one_pair
c,c,c,c,8,6,Q,Q,3,2,2,0,one_pair
c,r,c,c,7,4,K,3,8,2,2,3,one_pair
c,c,c,c,9,7,Q,6,4,2,2,0,one_pair
c,r,r,c,6,4,3,T,T,2,22,0,two_pairs
c,r,r,r,K,Q,K,7,Q,2,3,3,full_house
c,c,c,c,A,5,6,3,4,2,2,0,high_card
r,c,c,c,8,9,2,7,6,2,3,3,high_card
c,r,r,r,8,3,K,2,J,2,3,3,one_pair
c,r,rr,r,J,Q,2,K,Q,2,2,0,two_pairs
r,rr,r,c,J,7,3,9,8,2,2,0,one_pair
r,rr,rr,r,9,J,6,7,6,1,1,0,two_pairs
r,c,r,r,7,9,6,4,J,2,22,3,flush
rr,r,c,c,3,3,7,9,5,2,22,0,one_pair
c,r,r,c,8,5,7,7,2,1,2,0,one_pair
c,rr,rr,r,K,A,Q,5,J,2,22,3,two_pairs
c,r,c,r,5,9,2,T,J,2,2,3,one_pair
r,r,r,c,3,A,Q,5,5,3,3,3,two_pairs
c,r,r,c,8,4,4,2,7,2,2,0,one_pair
r,c,rr,c,5,2,9,A,T,2,3,3,one_pair
r,r,r,c,J,A,5,K,Q,1,2,0,two_pairs
c,r,rr,c,2,5,4,Q,Q,2,2,3,two_pairs
c,r,r,rr,8,9,5,6,9,2,2,0,straight
r,r,c,c,9,5,5,6,K,1,2,0,two_pairs
c,rr,c,c,A,A,2,8,T,1,1,0,two_pairs
c,r,c,c,3,T,3,J,8,2,2,0,one_pair
c,rr,r,rr,6,5,2,3,A,2,2,0,one_pair
c,c,c,c,7,9,2,Q,J,2,3,4,high_card
c,r,c,rr,J,A,2,J,2,2,3,3,two_pairs
c,r,c,c,Q,K,Q,9,4,1,2,0,one_pair
r,c,r,rr,T,Q,8,A,6,2,22,3,flush
rr,rr,r,rr,J,3,3,9,9,1,2,0,two_pairs
r,r,c,c,A,K,6,A,8,2,2,0,two_pairs
c,r,r,r,6,5,2,J,8,2,22,3,one_pair
c,r,c,c,T,Q,5,K,A,1,2,0,high_card
c,r,c,c,K,T,2,8,8,2,2,0,one_pair
c,c,r,r,A,4,A,T,K,2,22,3,two_pairs
c,r,r,c,T,8,8,4,2,1,2,0,one_pair
c,c,c,c,6,9,J,6,Q,2,22,3,one_pair
c,c,c,c,J,5,A,8,K,2,22,0,high_card
c,c,c,c,9,8,T,Q,J,1,2,0,straight
c,r,rr,r,6,A,5,6,6,2,22,0,full_house
c,r,rr,c,A,5,A,2,3,2,22,3,one_pair
c,c,r,c,T,A,6,A,2,2,3,4,two_pairs
rr,r,rr,rr,7,A,3,A,6,1,2,0,three_of_a_kind
c,rr,r,r,9,J,T,3,4,1,2,0,one_pair
c,c,r,r,9,4,9,8,J,2,3,3,two_pairs
c,r,r,rr,3,J,7,A,Q,1,2,0,one_pair
c,rr,c,rr,A,3,T,J,J,2,3,3,two_pairs
c,c,c,c,3,2,9,4,5,1,1,0,straight
c,r,r,r,Q,4,7,8,9,2,3,3,one_pair
c,rr,c,c,6,K,Q,8,2,2,3,3,high_card
r,r,c,r,6,Q,T,Q,2,2,2,3,two_pairs
c,rr,rr,r,J,8,K,K,T,2,2,0,two_pairs
c,c,c,rr,2,4,Q,3,K,1,2,0,one_pair
c,c,c,r,5,K,Q,Q,6,2,22,3,two_pairs
r,r,r,c,2,8,3,7,5,2,3,3,one_pair
c,c,r,rr,2,A,4,T,Q,2,3,3,one_pair
c,rr,c,c,4,K,7,A,Q,2,22,0,one_pair
c,c,c,c,7,2,K,7,8,1,2,0,one_pair
c,c,r,rr,Q,2,T,A,K,2,22,3,flush
c,r,c,r,7,T,J,Q,2,1,2,0,two_pairs
c,r,c,c,6,K,3,8,A,2,2,3,one_pair
c,c,r,c,8,A,K,5,2,1,2,0,one_pair
c,c,c,c,J,5,Q,8,A,2,22,3,high_card
c,c,c,c,3,8,6,J,9,1,2,3,high_card
c,c,c,c,6,7,J,6,5,1,1,0,one_pair
c,r,r,c,7,9,A,2,9,3,3,3,one_pair
c,c,r,r,2,A,Q,3,J,1,1,0,one_pair
c,c,c,c,9,5,A,J,T,2,22,0,high_card
c,rr,c,c,4,J,5,7,7,2,2,0,two_pairs
c,r,r,c,3,9,Q,9,4,1,2,0,one_pair
c,rr,r,rr,T,4,7,7,7,2,22,0,full_house
rr,r,c,r,3,T,5,7,J,1,2,3,one_pair
rr,c,rr,c,5,4,5,T,9,2,22,3,one_pair
c,c,c,c,8,T,6,9,J,2,2,3,high_card
r,c,r,r,Q,8,T,3,9,1,2,0,straight
c,rr,r,r,5,9,Q,4,A,1,2,3,one_pair
r,r,c,c,4,A,Q,T,5,2,2,3,one_pair
c,r,r,c,7,K,7,J,T,1,2,0,one_pair
c,c,c,c,9,Q,3,2,K,1,2,0,high_card
c,rr,c,r,6,7,4,3,8,2,3,3,one_pair
c,c,r,rr,J,8,3,7,7,2,22,0,two_pairs
r,c,rr,rr,9,4,Q,A,8,2,2,0,two_pairs
c,c,c,c,4,Q,A,J,8,2,3,4,high_card
c,r,r,rr,A,6,K,3,Q,2,3,3,one_pair
c,r,r,c,8,A,2,A,6,1,2,3,one_pair
c,c,r,r,A,Q,3,8,2,2,22,0,one_pair
c,r,r,c,5,A,4,7,8,2,2,0,one_pair
c,r,rr,rr,T,4,6,5,J,2,2,0,two_pairs
c,c,r,c,Q,6,2,9,9,2,2,0,two_pairs
r,r,rr,r,Q,6,J,2,T,2,22,0,one_pair
c,c,c,c,T,A,T,A,8,2,2,0,two_pairs
c,c,c,c,5,J,9,8,5,1,2,0,one_pair
c,c,r,c,3,3,T,6,A,1,2,0,two_pairs
c,rr,r,c,5,6,T,K,K,1,1,0,two_pairs
c,r,c,c,J,3,9,K,7,1,2,0,high_card
c,r,rr,c,5,6,9,6,Q,1,2,0,two_pairs
c,c,c,c,3,Q,K,6,K,2,2,0,one_pair
c,c,c,c,Q,9,3,6,Q,2,2,0,one_pair
c,c,c,c,K,J,9,2,4,2,2,0,high_card
c,r,rr,c,4,7,T,5,2,1,2,0,high_card
c,r,r,rr,J,8,9,4,3,2,3,3,two_pairs
c,r,c,c,4,A,A,5,9,1,2,0,one_pair
c,c,c,rr,7,Q,6,3,5,2,3,3,straight
c,c,c,c,7,7,9,4,7,2,22,0,three_of_a_kind
c,c,c,c,9,7,4,6,T,2,2,0,one_pair
c,c,c,r,9,4,6,J,A,2,2,3,flush
rr,c,c,c,5,4,6,8,2,1,2,0,high_card
r,r,r,r,A,J,T,5,5,1,1,0,full_house
c,r,c,r,A,4,9,J,8,1,2,3,two_pairs
c,r,c,r,Q,8,J,5,3,2,3,3,one_pair
r,c,r,c,2,A,3,7,7,1,2,0,two_pairs
c,rr,c,c,Q,3,2,Q,3,3,3,3,flush
c,rr,r,rr,3,8,4,Q,A,1,1,0,two_pairs
c,rr,rr,r,T,2,8,6,6,1,2,0,two_pairs
c,c,c,rr,T,K,4,Q,2,2,22,0,one_pair
c,c,rr,rr,J,T,7,5,2,2,2,0,one_pair
c,c,c,c,3,2,7,4,A,2,3,4,high_card
c,rr,c,c,5,3,J,A,J,2,2,0,two_pairs
c,r,c,rr,T,9,2,9,K,2,2,0,two_pairs
r,r,c,c,J,5,K,4,A,2,22,3,one_pair
c,r,r,r,Q,9,J,4,3,1,2,0,two_pairs
c,rr,rr,rr,5,T,Q,T,8,1,2,0,two_pairs
c,rr,rr,c,4,8,Q,5,A,1,2,0,one_pair
c,r,c,c,7,7,5,5,6,2,2,0,two_pairs
c,rr,r,r,Q,9,K,6,8,1,1,0,one_pair
c,rr,r,r,9,8,8,2,A,1,2,0,full_house
c,rr,r,c,T,3,A,2,3,1,2,3,two_pairs
c,c,c,c,3,6,9,T,3,1,2,0,one_pair
c,r,r,rr,Q,A,Q,Q,J,1,1,0,full_house
c,r,c,c,4,6,T,J,K,2,2,0,one_pair
r,c,c,c,8,7,6,3,T,2,2,0,one_pair
c,r,c,r,4,9,A,5,6,2,2,0,high_card
c,r,r,c,9,K,T,J,T,2,2,0,two_pairs
c,r,r,rr,2,4,Q,K,6,1,1,0,one_pair
c,r,r,c,7,4,7,K,7,1,2,0,full_house
c,r,r,c,K,2,6,A,8,2,22,3,one_pair
c,r,r,r,Q,A,J,6,5,2,2,0,one_pair
c,r,c,c,9,T,4,7,K,2,2,0,high_card
c,c,c,c,4,6,A,A,3,2,2,0,one_pair
c,c,c,c,3,T,9,A,5,2,2,3,high_card
c,c,rr,c,8,6,4,J,3,2,2,0,one_pair
c,r,r,r,J,9,8,7,T,1,1,0,straight
c,rr,rr,r,T,5,2,6,Q,2,2,0,three_of_a_kind
c,r,r,c,3,K,K,8,Q,2,2,3,one_pair
c,r,c,r,T,2,Q,4,4,1,2,0,two_pairs
c,c,r,c,A,7,8,7,2,1,1,0,one_pair
c,c,c,c,6,A,J,8,2,1,2,3,high_card
c,c,c,c,8,6,7,4,K,2,2,0,one_pair
c,rr,r,r,J,2,7,T,2,1,1,0,two_pairs
c,r,rr,c,7,8,K,6,9,1,2,3,one_pair
c,r,rr,c,3,Q,6,A,7,1,2,0,one_pair
r,rr,r,rr,T,A,3,Q,6,2,2,0,one_pair
c,c,c,c,3,9,7,7,7,1,2,0,three_of_a_kind
r,c,rr,r,J,8,5,Q,9,1,2,0,straight
c,c,r,c,8,8,T,5,J,2,3,3,two_pairs
r,r,r,c,T,J,7,J,7,2,2,0,two_pairs
c,r,r,c,4,A,J,A,5,2,2,0,one_pair
r,r,rr,r,Q,9,K,7,8,2,22,3,one_pair
c,c,c,c,T,3,T,J,6,2,22,3,two_pairs
r,r,r,rr,K,8,5,7,2,1,1,0,one_pair
c,c,r,rr,5,J,4,6,8,2,2,0,two_pairs
c,c,c,c,2,K,7,J,Q,1,2,0,one_pair
c,r,r,r,9,2,8,6,3,2,3,3,three_of_a_kind
c,c,rr,rr,8,3,J,9,7,2,3,3,straight
c,r,rr,r,5,A,A,3,2,1,2,0,two_pairs
c,rr,r,c,J,A,6,8,K,2,3,3,one_pair
c,rr,r,r,4,6,4,9,8,1,2,0,three_of_a_kind
c,c,rr,rr,2,7,6,9,5,1,2,0,straight
c,r,rr,c,4,4,K,2,A,2,2,3,two_pairs
c,c,r,r,9,Q,7,6,2,1,2,0,one_pair
r,rr,rr,r,J,Q,7,8,A,2,22,3,three_of_a_kind
c,rr,r,r,2,6,3,2,4,2,3,3,two_pairs
c,c,c,r,6,4,8,2,8,2,22,0,two_pairs
r,rr,r,r,Q,6,4,3,Q,1,2,3,two_pairs
c,c,c,r,7,Q,J,J,2,2,2,0,one_pair
c,c,c,c,6,8,4,Q,4,2,3,3,two_pairs
c,c,c,c,7,4,4,A,5,2,2,0,one_pair
c,rr,rr,r,7,J,8,5,A,3,3,3,flush
c,r,r,r,4,3,T,2,8,2,2,3,flush
c,c,c,c,T,2,4,2,Q,2,2,0,two_pairs
c,c,c,r,T,4,5,3,A,2,3,4,flush
rr,c,r,rr,A,Q,T,3,4,1,2,0,one_pair
r,c,r,c,A,K,9,5,2,2,22,3,one_pair
c,r,r,r,K,9,J,5,6,1,2,0,high_card
r,rr,r,r,3,J,3,J,T,2,2,3,two_pairs
c,r,r,r,Q,2,2,4,5,2,3,3,one_pair
c,rr,r,r,9,T,A,5,3,2,3,3,one_pair
c,r,r,r,A,2,K,4,9,3,4,4,two_pairs
c,r,r,c,5,K,K,2,6,1,2,0,two_pairs
c,c,r,c,2,K,K,3,J,1,2,0,one_pair
c,r,r,c,2,3,4,9,8,2,2,0,one_pair
c,r,r,rr,J,5,3,Q,9,3,3,3,one_pair
r,r,c,r,A,J,5,2,K,2,3,3,one_pair
c,r,c,r,2,A,J,5,9,1,2,0,one_pair
c,c,c,c,9,5,K,3,5,1,1,0,one_pair
r,c,r,r,A,5,6,2,J,2,3,3,three_of_a_kind
c,c,c,c,3,7,9,5,K,2,3,3,one_pair
c,c,c,c,3,5,4,2,K,3,3,3,one_pair
c,c,c,c,5,7,K,4,J,2,22,0,one_pair
c,r,rr,r,A,2,Q,6,J,1,2,3,one_pair
c,c,r,c,3,A,3,6,K,2,2,0,one_pair
c,rr,r,rr,T,A,4,4,T,2,3,3,full_house
c,r,rr,r,5,A,4,A,T,1,2,3,two_pairs
c,c,c,c,5,7,8,K,3,2,22,3,one_pair
c,c,c,r,J,J,6,9,A,2,2,0,two_pairs
c,c,rr,c,7,5,T,7,A,2,22,0,two_pairs
c,c,c,c,6,6,2,4,8,1,1,0,one_pair
c,r,r,r,Q,4,4,5,2,1,2,0,one_pair
r,rr,rr,r,2,2,5,K,Q,2,22,3,two_pairs
c,r,c,r,9,Q,5,J,T,2,3,3,straight
c,r,r,c,J,4,7,8,Q,2,2,0,one_pair
c,r,r,r,3,3,7,A,J,2,22,0,two_pairs
c,r,c,c,3,3,4,T,Q,1,1,0,one_pair
c,r,c,rr,J,4,8,K,6,2,2,0,one_pair
c,c,c,c,8,A,7,4,K,1,2,0,high_card
c,c,r,c,J,7,5,4,3,1,2,0,one_pair
c,c,c,c,5,3,J,4,J,2,2,0,one_pair
c,rr,r,r,Q,6,9,Q,3,1,2,3,three_of_a_kind
c,r,rr,rr,7,5,A,K,6,1,1,0,two_pairs
c,r,r,rr,8,5,3,K,2,2,2,0,three_of_a_kind
r,r,r,c,7,2,K,9,5,2,2,0,one_pair
c,c,c,c,6,3,9,2,7,2,3,4,one_pair
c,r,c,c,K,7,2,5,4,1,1,0,one_pair
c,r,r,c,T,J,6,A,4,2,2,0,one_pair
c,rr,r,rr,Q,2,T,2,J,2,22,3,three_of_a_kind
c,rr,r,r,J,Q,8,K,T,1,2,0,three_of_a_kind
r,rr,r,r,J,3,2,Q,6,2,2,0,three_of_a_kind
c,c,c,c,6,9,J,J,Q,2,22,3,one_pair
c,c,c,c,K,9,K,8,8,1,2,0,two_pairs
c,r,r,c,K,6,J,7,4,2,22,0,one_pair
c,c,r,c,8,6,6,T,8,2,22,3,two_pairs
c,c,rr,c,3,5,9,K,Q,1,1,0,high_card
c,c,c,r,9,8,J,J,4,2,2,3,flush
c,c,c,r,2,8,3,5,4,2,3,4,flush
c,rr,r,r,5,4,A,3,9,2,3,3,straight
c,rr,rr,r,T,5,T,4,6,1,1,0,full_house
r,r,r,r,4,J,J,4,8,2,22,3,full_house
r,r,c,c,Q,7,7,4,Q,1,2,0,two_pairs
c,r,r,c,Q,T,4,3,7,2,22,3,high_card
c,c,c,c,6,4,A,8,7,2,2,3,high_card
c,c,c,rr,7,6,6,T,A,2,2,0,two_pairs
c,c,c,c,3,A,4,5,5,1,2,0,one_pair
c,c,c,c,8,Q,Q,J,Q,2,2,0,three_of_a_kind
c,r,r,c,9,5,K,T,A,2,22,0,one_pair
c,c,c,c,T,8,Q,Q,Q,2,2,0,three_of_a_kind
c,r,c,c,9,3,A,K,6,2,3,3,one_pair
c,rr,r,r,7,A,K,2,4,2,2,0,one_pair
c,c,c,c,K,2,7,A,T,2,3,4,one_pair
c,c,c,c,J,7,K,5,Q,2,3,3,high_card
r,r,r,c,7,Q,K,A,9,2,2,0,three_of_a_kind
c,c,r,c,K,6,9,3,K,1,2,3,two_pairs
c,r,r,r,K,4,9,A,A,2,22,0,two_pairs
c,r,r,c,A,Q,2,3,4,2,22,3,one_pair
c,r,c,c,8,2,K,6,4,1,1,0,one_pair
c,rr,c,r,K,4,T,3,5,1,1,0,one_pair
c,r,r,c,7,T,5,4,A,1,1,0,one_pair
c,rr,r,c,2,9,T,J,2,1,2,0,two_pairs
r,r,c,r,2,K,8,Q,2,1,2,0,two_pairs
c,r,c,c,6,Q,7,4,7,1,1,0,one_pair
r,rr,rr,rr,7,3,Q,5,3,2,2,0,full_house
c,c,c,c,8,T,T,3,A,1,1,0,two_pairs
