@RELATION SimpleBotHROM
@ATTRIBUTE preflop_actions {c,r,rr}
@ATTRIBUTE flop_actions {c,r,rr}
@ATTRIBUTE turn_actions {c,r,rr}
@ATTRIBUTE river_actions {c,r,rr}
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_strength NUMERIC
@DATA
c,c,c,c,2,6,7,J,K,2,3,3,0.5148902821316614
rr,c,r,c,3,6,7,9,T,1,1,0,0.3557993730407524
c,c,c,c,4,9,Q,K,K,1,2,0,1.9227272727272728
c,r,c,c,2,4,6,T,A,2,22,3,0.841692789968652
c,c,c,c,3,3,5,9,T,2,2,0,1.116083916083916
c,c,c,c,4,7,8,9,K,2,2,3,0.6081504702194357
c,r,c,c,4,4,9,J,Q,1,1,0,1.2272727272727273
c,r,c,r,5,6,9,T,Q,1,1,0,1.5006993006993006
c,c,c,c,2,3,T,Q,K,2,3,3,1.0573426573426574
c,c,c,c,4,7,Q,A,A,1,2,0,1.976923076923077
c,c,c,c,2,4,6,7,A,1,2,3,0.8871473354231975
c,c,c,c,4,9,T,A,A,2,2,3,1.9524475524475524
c,r,rr,r,4,8,J,Q,K,2,2,0,1.7493006993006994
c,c,c,c,2,3,7,9,A,2,22,3,0.9584639498432602
c,c,c,c,2,4,8,Q,K,1,2,0,0.9804075235109718
c,r,c,c,3,5,8,9,T,2,2,3,0.7100313479623824
c,rr,r,c,2,9,T,T,K,2,22,3,2.370629370629371
rr,r,r,c,3,3,4,5,6,3,3,3,2.594405594405594
c,c,rr,r,3,7,8,J,A,2,2,0,2.269230769230769
c,c,rr,c,2,2,T,J,Q,3,3,3,3.0524475524475525
c,c,c,c,2,7,8,J,K,2,2,0,0.5148902821316614
c,r,r,c,5,6,8,J,A,2,3,3,1.762237762237762
c,c,c,c,5,7,8,9,9,1,2,3,1.6143356643356643
rr,c,c,c,2,3,4,6,6,2,2,0,1.3604895104895105
c,c,c,c,3,7,8,9,T,2,3,3,1.0965034965034965
c,r,rr,c,3,7,9,J,A,2,22,3,1.0
c,rr,r,c,9,T,T,K,A,1,2,0,2.8205128205128203
c,c,c,c,2,2,2,5,9,2,2,0,3.051282051282051
c,rr,r,c,3,6,6,9,T,2,22,3,1.383916083916084
c,c,c,c,5,7,9,Q,K,2,22,0,0.5587774294670846
c,c,c,c,3,5,8,K,A,1,2,0,1.1524475524475524
c,c,c,c,2,4,8,9,K,2,2,0,0.4098746081504702
rr,r,r,rr,5,T,J,A,A,1,2,0,6.980769230769231
c,c,c,r,3,8,9,K,A,1,2,0,1.6143356643356643
c,r,r,c,2,J,J,Q,Q,2,22,0,2.702797202797203
rr,c,r,c,5,6,T,T,A,2,2,0,1.6888111888111887
c,c,r,r,3,3,3,9,Q,1,2,0,6.121794871794871
c,r,r,r,4,4,9,T,J,2,2,0,1.224125874125874
c,rr,rr,rr,4,7,J,J,K,2,22,0,6.762820512820513
r,r,r,r,5,5,8,T,A,2,2,0,2.8962703962703964
c,c,c,r,6,7,7,8,8,1,2,0,2.268065268065268
c,c,r,rr,7,7,T,T,Q,2,2,3,2.6923076923076925
r,c,c,c,3,4,5,7,9,1,2,3,0.8158307210031348
r,r,r,c,4,4,5,9,K,2,2,0,1.23006993006993
c,c,c,c,5,6,J,Q,Q,2,22,3,2.6386946386946386
c,r,c,r,3,3,7,8,K,1,2,0,2.152680652680653
r,c,c,c,3,5,8,8,K,2,22,3,2.203962703962704
c,r,r,r,3,5,8,T,K,2,2,0,1.288111888111888
c,c,r,r,5,J,J,K,K,2,22,0,2.8333333333333335
c,c,c,r,2,4,7,Q,K,2,22,0,1.4412587412587412
c,c,c,c,2,6,Q,A,A,1,2,0,1.9681818181818183
r,r,r,r,4,5,9,T,J,2,2,0,1.7625874125874126
rr,r,r,r,6,7,8,Q,K,2,2,0,1.7493006993006994
c,r,rr,rr,3,9,Q,K,A,2,2,0,2.8461538461538463
c,r,r,r,5,7,8,J,K,2,22,0,1.5381118881118883
r,c,c,r,5,T,J,J,A,2,3,3,2.973193473193473
c,c,c,c,5,6,6,7,A,1,2,0,2.128205128205128
c,c,c,c,4,6,8,8,J,2,2,0,1.5307692307692307
rr,rr,rr,c,3,3,8,K,A,2,3,4,2.871794871794872
c,c,c,c,6,8,8,9,K,2,2,3,1.5374125874125875
c,r,c,r,9,T,J,K,K,2,2,0,4.9
c,r,c,c,4,T,Q,K,K,1,2,0,2.780885780885781
c,c,c,r,3,8,9,9,K,2,2,0,2.3578088578088576
c,rr,r,c,3,4,4,J,Q,1,2,0,1.2272727272727273
c,c,c,c,9,T,J,J,A,2,3,3,1.7625874125874126
r,c,r,r,4,5,9,T,J,2,22,0,0.9655172413793104
c,r,rr,rr,2,8,9,A,A,1,2,0,3.9743589743589745
rr,c,c,r,2,5,6,9,T,2,2,0,1.0674825174825175
c,c,c,c,4,6,7,J,Q,1,1,0,0.3510971786833856
c,r,c,c,9,K,K,K,A,2,2,0,6.871794871794872
c,r,c,c,2,4,6,7,9,2,3,3,1.3566433566433567
c,rr,r,r,2,3,5,7,A,2,3,3,1.6010489510489512
c,c,r,r,4,5,K,K,A,2,2,0,4.1
rr,r,r,r,4,5,6,9,9,1,1,0,2.273892773892774
c,c,r,r,2,9,T,Q,A,1,2,0,1.6884615384615385
c,rr,r,r,2,2,3,3,K,2,22,0,2.0128205128205128
c,r,r,r,2,4,9,K,A,1,2,0,1.2297202797202798
c,r,rr,c,3,3,9,Q,K,2,22,3,2.6013986013986012
r,c,r,c,3,3,6,T,A,1,2,0,2.6025641025641026
c,r,r,c,3,5,6,J,J,2,22,0,2.5256410256410255
c,r,r,c,2,9,T,T,Q,2,2,0,1.6884615384615385
r,c,r,r,3,3,9,J,A,2,2,0,2.730769230769231
c,rr,c,c,5,7,J,Q,A,1,2,0,1.841958041958042
r,r,rr,r,2,3,6,7,T,2,3,4,1.7171328671328672
c,c,r,rr,8,8,8,J,Q,1,2,0,6.519230769230769
c,r,c,c,2,2,3,J,A,1,2,3,2.08974358974359
c,rr,r,rr,2,3,5,T,Q,2,2,0,1.3038461538461539
rr,rr,c,c,5,7,8,K,K,1,2,0,1.922027972027972
c,r,rr,r,3,7,7,8,K,2,22,3,6.455128205128205
c,r,c,r,2,3,6,6,7,2,2,3,2.187645687645688
c,c,c,c,7,8,8,J,Q,2,2,3,1.5027972027972027
r,c,c,c,2,3,3,7,J,3,3,3,2.0128205128205128
rr,r,c,rr,2,2,T,T,T,1,1,0,6.685897435897436
c,rr,rr,c,3,5,T,T,A,2,2,0,2.435897435897436
c,c,c,c,2,5,7,T,T,2,2,3,1.6325174825174824
c,c,c,c,3,6,8,Q,Q,2,2,0,1.7884615384615383
c,r,c,c,3,4,7,8,K,2,2,3,1.1524475524475524
c,c,c,c,4,6,7,9,Q,2,2,0,1.420979020979021
c,r,r,c,3,4,6,T,T,2,22,0,2.421911421911422
c,r,r,r,7,Q,Q,K,K,2,3,3,6.916666666666667
c,c,c,c,3,4,5,6,A,2,2,0,0.8510971786833855
r,c,c,c,2,6,7,8,9,2,3,3,0.3346394984326019
c,r,r,r,2,3,8,J,K,2,3,3,1.8825174825174824
c,r,rr,r,2,J,Q,Q,K,2,2,0,2.5885780885780885
r,rr,r,c,3,7,8,9,J,2,2,0,1.8083916083916085
r,rr,rr,r,6,6,7,9,J,1,1,0,2.766899766899767
r,c,r,r,4,6,7,9,J,2,22,3,5.5090054815974945
rr,r,c,c,3,3,5,7,9,2,22,0,1.1416083916083917
c,r,r,c,2,5,7,7,8,1,2,0,1.4496503496503497
c,rr,rr,r,5,J,Q,K,A,2,22,3,2.9743589743589745
c,r,c,r,2,5,9,T,J,2,2,3,1.2601398601398601
r,r,r,c,3,5,5,Q,A,3,3,3,2.8962703962703964
c,r,r,c,2,4,4,7,8,2,2,0,1.2167832167832167
r,c,rr,c,2,5,9,T,A,2,3,3,1.9776223776223776
r,r,r,c,5,J,Q,K,A,1,2,0,2.9743589743589745
c,r,rr,c,2,4,5,Q,Q,2,2,3,2.6223776223776225
c,r,r,rr,5,6,8,9,9,2,2,0,4.5
r,r,c,c,5,5,6,9,K,1,2,0,2.409090909090909
c,rr,c,c,2,8,T,A,A,1,1,0,2.945221445221445
c,r,c,c,3,3,8,T,J,2,2,0,1.1314685314685315
c,rr,r,rr,2,3,5,6,A,2,2,0,1.3702797202797203
c,c,c,c,2,7,9,J,Q,2,3,4,0.8652037617554859
c,r,c,rr,2,2,J,J,A,2,3,3,2.9696969696969697
c,r,c,c,4,9,Q,Q,K,1,2,0,1.8454545454545455
r,c,r,rr,6,8,T,Q,A,2,22,3,5.85904463586531
rr,rr,r,rr,3,3,9,9,J,1,2,0,2.8053613053613056
r,r,c,c,6,8,K,A,A,2,2,0,2.9871794871794872
c,r,r,r,2,5,6,8,J,2,22,3,1.565034965034965
c,r,c,c,5,T,Q,K,A,1,2,0,0.9929467084639498
c,r,c,c,2,8,8,T,K,2,2,0,1.5384615384615383
c,c,r,r,4,T,K,A,A,2,22,3,2.9615384615384617
c,r,r,c,2,4,8,8,T,1,2,0,1.5132867132867132
c,c,c,c,6,6,9,J,Q,2,22,3,1.3493006993006993
c,c,c,c,5,8,J,K,A,2,22,0,0.9655172413793104
c,c,c,c,8,9,T,J,Q,1,2,0,4.8
c,r,rr,r,5,6,6,6,A,2,22,0,6.333333333333333
c,r,rr,c,2,3,5,A,A,2,22,3,1.9856643356643358
c,c,r,c,2,6,T,A,A,2,3,4,2.9592074592074593
rr,r,rr,rr,3,6,7,A,A,1,2,0,3.9627039627039626
c,rr,r,r,3,4,9,T,J,1,2,0,1.413986013986014
c,c,r,r,4,8,9,9,J,2,3,3,2.3566433566433567
c,r,r,rr,3,7,J,Q,A,1,2,0,1.9807692307692308
c,rr,c,rr,3,T,J,J,A,2,3,3,2.972027972027972
c,c,c,c,2,3,4,5,9,1,1,0,4.2
c,r,r,r,4,7,8,9,Q,2,3,3,1.4262237762237762
c,rr,c,c,2,6,8,Q,K,2,3,3,0.9992163009404389
r,r,c,r,2,6,T,Q,Q,2,2,3,2.702797202797203
c,rr,rr,r,8,T,J,K,K,2,2,0,2.8181818181818183
c,c,c,rr,2,3,4,Q,K,1,2,0,1.8989510489510488
c,c,c,r,5,6,Q,Q,K,2,22,3,2.63986013986014
r,r,r,c,2,3,5,7,8,2,3,3,1.704195804195804
c,c,r,rr,2,4,T,Q,A,2,3,3,1.226923076923077
c,rr,c,c,4,7,Q,K,A,2,22,0,1.2307692307692308
c,c,c,c,2,7,7,8,K,1,2,0,1.436013986013986
c,c,r,rr,2,T,Q,K,A,2,22,3,5.0
c,r,c,r,2,7,T,J,Q,1,2,0,2.1386946386946386
c,r,c,c,3,6,8,K,A,2,2,3,1.2293706293706295
c,c,r,c,2,5,8,K,A,1,2,0,1.3062937062937063
c,c,c,c,5,8,J,Q,A,2,22,3,0.8652037617554859
c,c,c,c,3,6,8,9,J,1,2,3,0.8652037617554859
c,c,c,c,5,6,6,7,J,1,1,0,1.3307692307692307
c,r,r,c,2,7,9,9,A,3,3,3,1.6115384615384616
c,c,r,r,2,3,J,Q,A,1,1,0,1.0734265734265733
c,c,c,c,5,9,T,J,A,2,22,0,0.7766457680250783
c,rr,c,c,4,5,7,7,J,2,2,0,2.175990675990676
c,r,r,c,3,4,9,9,Q,1,2,0,1.6118881118881119
c,rr,r,rr,4,7,7,7,T,2,22,0,6.435897435897436
rr,r,c,r,3,5,7,T,J,1,2,3,1.761888111888112
rr,c,rr,c,4,5,5,9,T,2,22,3,1.3038461538461539
c,c,c,c,6,8,9,T,J,2,2,3,0.1920062695924765
r,c,r,r,3,8,9,T,Q,1,2,0,4.8
c,rr,r,r,4,5,9,Q,A,1,2,3,1.8423076923076924
r,r,c,c,4,5,T,Q,A,2,2,3,1.073076923076923
c,r,r,c,7,7,T,J,K,1,2,0,1.4611888111888112
c,c,c,c,2,3,9,Q,K,1,2,0,0.5838557993730408
c,rr,c,r,3,4,6,7,8,2,3,3,1.3325174825174826
c,c,r,rr,3,7,7,8,J,2,22,0,2.5372960372960374
r,c,rr,rr,4,8,9,Q,A,2,2,0,2.983682983682984
c,c,c,c,4,8,J,Q,A,2,3,4,0.8589341692789969
c,r,r,rr,3,6,Q,K,A,2,3,3,1.922027972027972
c,r,r,c,2,6,8,A,A,1,2,3,1.987762237762238
c,c,r,r,2,3,8,Q,A,2,22,0,1.5342657342657344
c,r,r,c,4,5,7,8,A,2,2,0,1.988111888111888
c,r,rr,rr,4,5,6,T,J,2,2,0,2.393939393939394
c,c,r,c,2,6,9,9,Q,2,2,0,2.343822843822844
r,r,rr,r,2,6,T,J,Q,2,22,0,1.9038461538461537
c,c,c,c,8,T,T,A,A,2,2,0,2.956876456876457
c,c,c,c,5,5,8,9,J,1,2,0,1.2853146853146853
c,c,r,c,3,3,6,T,A,1,2,0,2.064102564102564
c,rr,r,c,5,6,T,K,K,1,1,0,2.8181818181818183
c,r,c,c,3,7,9,J,K,1,2,0,0.9655172413793104
c,r,rr,c,5,6,6,9,Q,1,2,0,2.331002331002331
c,c,c,c,3,6,Q,K,K,2,2,0,1.895104895104895
c,c,c,c,3,6,9,Q,Q,2,2,0,1.7979020979020979
c,c,c,c,2,4,9,J,K,2,2,0,0.493730407523511
c,r,rr,c,2,4,5,7,T,1,2,0,0.9263322884012539
c,r,r,rr,3,4,8,9,J,2,3,3,2.2144522144522143
c,r,c,c,4,5,9,A,A,1,2,0,1.9895104895104896
c,c,c,rr,3,5,6,7,Q,2,3,3,4.3
c,c,c,c,4,7,7,7,9,2,22,0,3.458041958041958
c,c,c,c,4,6,7,9,T,2,2,0,1.6444055944055944
c,c,c,r,4,6,9,J,A,2,2,3,5.809710258418168
rr,c,c,c,2,4,5,6,8,1,2,0,0.4780564263322884
r,r,r,r,5,5,T,J,A,1,1,0,6.948717948717949
c,r,c,r,4,8,9,J,A,1,2,3,2.230769230769231
c,r,c,r,3,5,8,J,Q,2,3,3,1.5024475524475525
r,c,r,c,2,3,7,7,A,1,2,0,2.782051282051282
c,rr,c,c,2,3,3,Q,Q,3,3,3,5.2129992169146435
c,rr,r,rr,3,4,8,Q,A,1,1,0,2.8834498834498836
c,rr,rr,r,2,6,6,8,T,1,2,0,2.421911421911422
c,c,c,rr,2,4,T,Q,K,2,22,0,1.2111888111888112
c,c,rr,rr,2,5,7,T,J,2,2,0,1.7213286713286713
c,c,c,c,2,3,4,7,A,2,3,4,0.9255485893416928
c,rr,c,c,3,5,J,J,A,2,2,0,2.5128205128205128
c,r,c,rr,2,9,9,T,K,2,2,0,2.4603729603729603
r,r,c,c,4,5,J,K,A,2,22,3,1.0765734265734266
c,r,r,r,3,4,9,J,Q,1,2,0,2.7016317016317015
c,rr,rr,rr,5,8,T,T,Q,1,2,0,2.687645687645688
c,rr,rr,c,4,5,8,Q,A,1,2,0,1.8391608391608392
c,r,c,c,5,5,6,7,7,2,2,0,2.1794871794871793
c,rr,r,r,6,8,9,Q,K,1,1,0,1.9006993006993007
c,rr,r,r,2,8,8,9,A,1,2,0,6.467948717948718
c,rr,r,c,2,3,3,T,A,1,2,3,2.064102564102564
c,c,c,c,3,3,6,9,T,1,2,0,1.116083916083916
c,r,r,rr,J,Q,Q,Q,A,1,1,0,6.846153846153846
c,r,c,c,4,6,T,J,K,2,2,0,1.2304195804195803
r,c,c,c,3,6,7,8,T,2,2,0,1.0174825174825175
c,r,c,r,4,5,6,9,A,2,2,0,0.9357366771159875
c,r,r,c,9,T,T,J,K,2,2,0,2.8181818181818183
c,r,r,rr,2,4,6,Q,K,1,1,0,1.9024475524475526
c,r,r,c,4,7,7,7,K,1,2,0,6.455128205128205
c,r,r,c,2,6,8,K,A,2,22,3,1.0758741258741258
c,r,r,r,5,6,J,Q,A,2,2,0,1.9804195804195803
c,r,c,c,4,7,9,T,K,2,2,0,0.9373040752351097
c,c,c,c,3,4,6,A,A,2,2,0,1.9923076923076923
c,c,c,c,3,5,9,T,A,2,2,3,0.8409090909090909
c,c,rr,c,3,4,6,8,J,2,2,0,1.3615384615384616
c,r,r,r,7,8,9,T,J,1,1,0,4.8
c,rr,rr,r,2,5,6,T,Q,2,2,0,3.282051282051282
c,r,r,c,3,8,Q,K,K,2,2,3,1.9223776223776223
c,r,c,r,2,4,4,T,Q,1,2,0,2.6118881118881117
c,c,r,c,2,7,7,8,A,1,1,0,1.4615384615384617
c,c,c,c,2,6,8,J,A,1,2,3,0.9592476489028213
c,c,c,c,4,6,7,8,K,2,2,0,1.882867132867133
c,rr,r,r,2,2,7,T,J,1,1,0,2.571095571095571
c,r,rr,c,6,7,8,9,K,1,2,3,1.8979020979020977
c,r,rr,c,3,6,7,Q,A,1,2,0,1.8388111888111887
r,rr,r,rr,3,6,T,Q,A,2,2,0,1.7657342657342658
c,c,c,c,3,7,7,7,9,1,2,0,3.4615384615384617
r,c,rr,r,5,8,9,J,Q,1,2,0,4.8
c,c,r,c,5,8,8,T,J,2,3,3,2.2400932400932403
r,r,r,c,7,7,T,J,J,2,2,0,2.5384615384615383
c,r,r,c,4,5,J,A,A,2,2,0,1.9965034965034965
r,r,rr,r,7,8,9,Q,K,2,22,3,1.8237762237762238
c,c,c,c,3,6,T,T,J,2,22,3,2.4195804195804196
r,r,r,rr,2,5,7,8,K,1,1,0,1.6646853146853147
c,c,r,rr,4,5,6,8,J,2,2,0,2.2400932400932403
c,c,c,c,2,7,J,Q,K,1,2,0,1.1346153846153846
c,r,r,r,2,3,6,8,9,2,3,3,3.332167832167832
c,c,rr,rr,3,7,8,9,J,2,3,3,4.8
c,r,rr,r,2,3,5,A,A,1,2,0,2.893939393939394
c,rr,r,c,6,8,J,K,A,2,3,3,1.9958041958041957
c,rr,r,r,4,4,6,8,9,1,2,0,3.226107226107226
c,c,rr,rr,2,5,6,7,9,1,2,0,4.5
c,r,rr,c,2,4,4,K,A,2,2,3,2.076923076923077
c,c,r,r,2,6,7,9,Q,1,2,0,1.4573426573426573
r,rr,rr,r,7,8,J,Q,A,2,22,3,3.844988344988345
c,rr,r,r,2,2,3,4,6,2,3,3,2.0874125874125875
c,c,c,r,2,4,6,8,8,2,22,0,2.20979020979021
r,rr,r,r,3,4,6,Q,Q,1,2,3,2.839160839160839
c,c,c,r,2,7,J,J,Q,2,2,0,1.7335664335664336
c,c,c,c,4,4,6,8,Q,2,3,3,2.1153846153846154
c,c,c,c,4,4,5,7,A,2,2,0,1.226923076923077
c,rr,rr,r,5,7,8,J,A,3,3,3,5.738449490994518
c,r,r,r,2,3,4,8,T,2,2,3,5.628034455755677
c,c,c,c,2,2,4,T,Q,2,2,0,2.370629370629371
c,c,c,r,3,4,5,T,A,2,3,4,5.675019577133908
rr,c,r,rr,3,4,T,Q,A,1,2,0,1.9227272727272728
r,c,r,c,2,5,9,K,A,2,22,3,1.6916083916083915
c,r,r,r,5,6,9,J,K,1,2,0,0.9655172413793104
r,rr,r,r,3,3,T,J,J,2,2,3,2.972027972027972
c,r,r,r,2,2,4,5,Q,2,3,3,1.0734265734265733
c,rr,r,r,3,5,9,T,A,2,3,3,1.6818181818181817
c,r,r,r,2,4,9,K,A,3,4,4,2.948717948717949
c,r,r,c,2,5,6,K,K,1,2,0,2.7482517482517483
c,c,r,c,2,3,J,K,K,1,2,0,1.9230769230769231
c,r,r,c,2,3,4,8,9,2,2,0,1.0965034965034965
c,r,r,rr,3,5,9,J,Q,3,3,3,1.6118881118881119
r,r,c,r,2,5,J,K,A,2,3,3,1.8461538461538463
c,r,c,r,2,5,9,J,A,1,2,0,1.7625874125874126
c,c,c,c,3,5,5,9,K,1,1,0,1.3066433566433566
r,c,r,r,2,5,6,J,A,2,3,3,3.0745920745920747
c,c,c,c,3,5,7,9,K,2,3,3,1.3066433566433566
c,c,c,c,2,3,4,5,K,3,3,3,1.0451048951048951
c,c,c,c,4,5,7,J,K,2,22,0,1.1304195804195805
c,r,rr,r,2,6,J,Q,A,1,2,3,1.9807692307692308
c,c,r,c,3,3,6,K,A,2,2,0,1.1534965034965035
c,rr,r,rr,4,4,T,T,A,2,3,3,6.230769230769231
c,r,rr,r,4,5,T,A,A,1,2,3,2.9324009324009324
c,c,c,c,3,5,7,8,K,2,22,3,1.201048951048951
c,c,c,r,6,9,J,J,A,2,2,0,2.970862470862471
c,c,rr,c,5,7,7,T,A,2,22,0,2.1794871794871793
c,c,c,c,2,4,6,6,8,1,1,0,1.3272727272727272
c,r,r,r,2,4,4,5,Q,1,2,0,1.225874125874126
r,rr,rr,r,2,2,5,Q,K,2,22,3,2.858974358974359
c,r,c,r,5,9,T,J,Q,2,3,3,4.9
c,r,r,c,4,7,8,J,Q,2,2,0,1.195104895104895
c,r,r,r,3,3,7,J,A,2,22,0,2.1538461538461537
c,r,c,c,3,3,4,T,Q,1,1,0,1.1538461538461537
c,r,c,rr,4,6,8,J,K,2,2,0,1.515034965034965
c,c,c,c,4,7,8,K,A,1,2,0,0.9929467084639498
c,c,r,c,3,4,5,7,J,1,2,0,1.4090909090909092
c,c,c,c,3,4,5,J,J,2,2,0,1.704195804195804
c,rr,r,r,3,6,9,Q,Q,1,2,3,3.8205128205128203
c,r,rr,rr,5,6,7,K,A,1,1,0,2.7564102564102564
c,r,r,rr,2,3,5,8,K,2,2,0,3.1363636363636362
r,r,r,c,2,5,7,9,K,2,2,0,1.6667832167832168
c,c,c,c,2,3,6,7,9,2,3,4,1.1416083916083917
c,r,c,c,2,4,5,7,K,1,1,0,1.0510489510489511
c,r,r,c,4,6,T,J,A,2,2,0,1.761888111888112
c,rr,r,rr,2,2,T,J,Q,2,22,3,3.0524475524475525
c,rr,r,r,8,T,J,Q,K,1,2,0,3.5256410256410255
r,rr,r,r,2,3,6,J,Q,2,2,0,3.0524475524475525
c,c,c,c,6,9,J,J,Q,2,22,3,1.7653846153846153
c,c,c,c,8,8,9,K,K,1,2,0,2.7937062937062938
c,r,r,c,4,6,7,J,K,2,22,0,1.9027972027972027
c,c,r,c,6,6,8,8,T,2,22,3,2.2552447552447554
c,c,rr,c,3,5,9,Q,K,1,1,0,0.9866771159874608
c,c,c,r,4,8,9,J,J,2,2,3,5.121378230227095
c,c,c,r,2,3,4,5,8,2,3,4,5.207517619420517
c,rr,r,r,3,4,5,9,A,2,3,3,4.1
c,rr,rr,r,4,5,6,T,T,1,1,0,6.358974358974359
r,r,r,r,4,4,8,J,J,2,22,3,6.711538461538462
r,r,c,c,4,7,7,Q,Q,1,2,0,2.6538461538461537
c,r,r,c,3,4,7,T,Q,2,22,3,0.9921630094043887
c,c,c,c,4,6,7,8,A,2,2,3,0.981974921630094
c,c,c,rr,6,6,7,T,A,2,2,0,2.423076923076923
c,c,c,c,3,4,5,5,A,1,2,0,1.3024475524475525
c,c,c,c,8,J,Q,Q,Q,2,2,0,3.844988344988345
c,r,r,c,5,9,T,K,A,2,22,0,1.1531468531468532
c,c,c,c,8,T,Q,Q,Q,2,2,0,3.8100233100233103
c,r,c,c,3,6,9,K,A,2,3,3,1.6143356643356643
c,rr,r,r,2,4,7,K,A,2,2,0,1.9986013986013986
c,c,c,c,2,7,T,K,A,2,3,4,1.691958041958042
c,c,c,c,5,7,J,Q,K,2,3,3,0.5979623824451411
r,r,r,c,7,9,Q,K,A,2,2,0,3.0
c,c,r,c,3,6,9,K,K,1,2,3,2.777389277389277
c,r,r,r,4,9,K,A,A,2,22,0,2.8846153846153846
c,r,r,c,2,3,4,Q,A,2,22,3,1.60979020979021
c,r,c,c,2,4,6,8,K,1,1,0,1.3832167832167832
c,rr,c,r,3,4,5,T,K,1,1,0,1.6902097902097903
c,r,r,c,4,5,7,T,A,1,1,0,1.220979020979021
c,rr,r,c,2,2,9,T,J,1,2,0,2.3694638694638694
r,r,c,r,2,2,8,Q,K,1,2,0,2.473193473193473
c,r,c,c,4,6,7,7,Q,1,1,0,1.4255244755244756
r,rr,rr,rr,3,3,5,7,Q,2,2,0,6.782051282051282
c,c,c,c,3,8,T,T,A,1,1,0,2.3846153846153846
c,r,r,rr,3,6,7,7,A,2,22,0,6.416666666666667
c,rr,c,c,5,6,8,T,T,1,2,0,6.358974358974359
c,c,c,c,2,4,5,Q,A,1,2,0,0.8009404388714734
c,r,rr,rr,3,4,Q,K,K,2,2,0,2.730769230769231
c,c,c,c,4,4,6,J,A,1,1,0,2.0384615384615383
c,rr,rr,r,3,8,K,A,A,2,2,0,2.935897435897436
c,r,c,r,3,4,8,J,Q,2,3,3,1.826223776223776
r,c,c,c,4,6,7,T,Q,2,3,3,0.8699059561128527
c,c,c,c,5,6,8,9,J,2,22,0,1.103846153846154
c,c,c,c,2,2,4,8,Q,2,22,0,1.0412587412587413
c,c,c,c,3,4,4,8,9,1,2,0,1.1807692307692308
c,c,c,c,3,6,7,J,Q,1,2,3,0.3557993730407524
c,r,r,c,8,9,T,Q,Q,1,2,0,2.6375291375291376
c,c,r,c,5,6,7,9,A,1,2,0,1.1416083916083917
c,c,c,c,3,5,5,6,Q,2,22,0,1.3034965034965036
c,rr,r,rr,2,6,9,T,Q,2,2,0,2.6888111888111887
c,c,c,r,7,9,J,Q,K,2,22,3,5.909162098668755
c,c,c,c,2,4,6,J,K,2,22,3,0.493730407523511
c,c,c,c,3,8,Q,A,A,1,1,0,1.998951048951049
c,c,c,c,4,8,9,A,A,1,1,0,1.965034965034965
c,r,r,c,6,9,J,A,A,1,2,0,1.9804195804195803
c,c,r,c,7,9,T,T,K,1,2,0,2.3962703962703964
c,rr,r,c,2,2,3,6,9,2,22,3,2.199300699300699
r,c,r,r,2,8,9,T,K,1,2,0,1.6727272727272728
c,rr,c,r,6,7,7,9,Q,2,2,3,2.3461538461538463
c,rr,c,rr,3,3,4,7,A,2,2,0,2.871794871794872
r,r,c,r,3,6,J,A,A,1,2,0,1.9965034965034965
c,r,r,c,2,2,3,8,K,2,22,3,2.011655011655012
c,c,c,c,2,6,9,Q,K,2,2,0,1.056993006993007
c,rr,rr,rr,7,8,8,J,K,1,2,3,2.7948717948717947
c,c,c,c,4,6,8,K,A,1,1,0,0.981974921630094
c,r,r,r,3,5,9,T,J,2,2,0,1.413986013986014
c,c,c,c,9,Q,Q,K,A,1,1,0,1.8454545454545455
c,c,c,c,3,7,7,K,A,1,1,0,2.1666666666666665
c,r,c,c,4,T,Q,Q,A,1,2,3,2.6538461538461537
c,c,r,c,2,3,6,T,A,2,22,0,1.377972027972028
c,c,r,c,2,2,5,8,Q,2,2,0,3.0489510489510487
c,r,c,c,6,7,9,T,A,1,2,0,0.8714733542319749
c,r,r,rr,4,T,J,Q,Q,1,1,0,2.6899766899766897
c,r,rr,r,4,4,Q,Q,A,1,2,0,2.9778554778554778
r,rr,rr,c,2,3,5,6,K,1,2,0,1.9073426573426573
c,r,r,c,4,4,6,T,T,2,22,3,2.4545454545454546
r,r,r,r,2,2,6,9,J,1,2,0,1.0576923076923077
c,c,c,c,3,3,5,6,8,2,2,0,1.141958041958042
c,c,rr,r,4,4,6,9,9,2,2,0,2.3076923076923075
c,r,c,r,3,6,8,J,K,2,22,0,0.9992163009404389
c,r,c,c,3,6,9,J,Q,2,2,0,1.8265734265734266
c,c,c,r,2,2,5,T,A,2,22,0,2.371794871794872
c,r,rr,rr,4,5,J,J,K,2,22,3,6.288461538461538
